"","ID","paragraphs","nchar"
"295","doc 501","sa: anything wish just_get enough funding? way like see move future?",143
"296","doc 502","jd: there're two hundred twenty exchanges country. wish access people use drugs. wish places like talk people work one thing really hard work is, know, can talk partner it. partner really long title, exactly remember it, glbt director university minnesota duluth. can talk them, living different. day often started first sip coffee somebody coming like, ""i need narcan. friend died last night. brought back life. oh god."" holding space person before--i'm even awake. coffee me. just unlocked door. barely got lights on. can unpack partner fucking fantastic, know, really kind understanding listen me. world difference call harm_reduction center west duluth say, ""hey, know goes. can meet coffee sometime evening just unpack this."" especially client deaths really traumatic client stuff. super grateful maggie. yes, co-workers, maggie family. call mom-dad. name her. lot. able talk way people work together just intimate work do. really valuable. ",1603
"297","doc 503","sa: place like anywhere nearby? ",50
"298","doc 504","jd: is. across bridge superior. syringe exchange. aids resource center wisconsin. one staff member works location. also hiv case management positive clients six northern wisconsin counties. almost never there. anybody world get along whatever. feel like click. never call talk anything. see world aids day, see pride. friendly small talk. want talk shit. thanks. cool people felt comfortable talking to. people bounce stuff whatever. just_get tips tricks stuff long time, perfect. harm_reduction work is--you much time think. lot fly reacting. different every person. even tone way say things. rowdy guys come_like, ""hey guys, one time. need go_back sit there. can come turn."" whereas maybe next minute young, single mom come crying. comes maybe go offer kid coloring book. kind softer like, ""hey, want come up? going today? look upset. got cookies. got hot tea."" know? really_just_know interact people different ways quickly. can oftentimes interactions back back. really mindful myself, fucking shit day someone comes need able hold space put shit aside way serve determine lot going day. need mindful just need certain way sometimes. which, know, often weekends like drink beer, go hiking, play dog, friends. stuff love. native duluthian always something lake superior. already kayaking year, frigid. went underneath lift bridge canal--in piers. fucking big boat coming out. big thousand footer. friend like, ""rachel going die!"" like, ""just keep paddling, dory. just keep paddling."" wave paddle air like, ""i hope see giant ship!"" try tip die current. water super cold. surface temp right_now like thirty-seven degrees. she--so friend tiny life jackets mediums, like kayak grab it, wearing that! so, yeah. definitely find ways relax just_kind decompress life, pretty excellent given trauma. know stuff deal apply that. grown lot longer people age. ",3126
"299","doc 505","sa: see difference minneapolis--the cities--versus duluth? contact anyone there?",131
"300","doc 506","jd: talked people similar stuff there, busy fuck. busy fuck. see conferences trainings, get change really_know them. really go cities often. everybody like, ""ooh, cities!"" go sports. go concerts. go work. big. full people. grass. dog pee? just--i really_like woods away people. really care go there. ",544
"301","doc 507","sa: anything else talk want bring up? anything wrap up?",93
"302","doc 508","jd: log day. long week. so, think--i probably said lot. ",84
"303","doc 509","sa: lot great things. thank much. ",46
"304","doc 510","jd: yeah, thank you. ",21
"305","doc 518","zm: just need say name say okay recorded.",72
"306","doc 519","sd: sure. stephanie devich, yes, okay recorded.",74
"307","doc 520","zm: amy historically started just talking little_bit you. question likes start childhood like?",149
"308","doc 521","sd: [laughs] childhood. grew minnesota. grew minnetonka. child. parents together, communication home. just talk anything. started using alcohol age thirteen dad kept hidden mom got caught. ",289
"309","doc 523","sd: yeah, thirteen. never said word her. just cleaned vomit. [laughs] learned early mom find think okay, keep secret. just, drug abuse that. went weed, pot, lsd, pcp, mushrooms, kind continued on. graduated here, high graduation day. [laughs] yeah pcp walked. so, yeah. childhood, know, abuse. verbal abuse such, family history mom's side definitely lot mental_health drug addiction problems. mom's side. ",613
"310","doc 524","zm: aware started experimenting, not?",67
"311","doc 525","sd: no. saw later on. noticed mother. recognized now problem alcohol. mother definitely, know aunt prescription painkillers thing many years. part opiate problem. ",250
"312","doc 526","zm: happened graduation?",35
"313","doc 527","sd: graduation years later moved southern california. done traveling san diego decided halloween blizzard. probably young know one. [laughs] like 1991 got hit like foot snow decided get hell moved day christmas year moved san diego, bring stuff me, part, just bringing problems unhappiness along started using methamphetamine there. got much using whatever front me. end well california. [laughs] california six felony convictions living there. sales charge, transportation narcotics, went prison couple years california. got prison june 30th, 2009. moved back home parole [unclear] minnesota. parole transferred california parole ninety days later moved back here. got parole year. started using again. crack cocaine thing. tried heroin. opiates little while. really thing. definitely liked upper thing. crack cocaine, needle abuse, like everything. overdosed cocaine. died. wound hospital icu several days. woke handcuffs. went prison there. ",1391
"314","doc 528","zm: back here?",23
"315","doc 529","sd: back california moved back here. moved back shortly got prison. couple years prison system california set fail. send two hundred dollars gate money get prison nowhere go. [laughs] drug addict drug dealer only, know, really many options things do. so, tried get fast possible move back started using year later again. put treatment. treatment applied school, wanted become drug alcohol counselor. [laughs] figured better! based journal written prison reading prison one goals become counselor thought, sure, not? ",859
"316","doc 530","since license alcohol drug counseling metro state. bachelor's well certified prevention professional, and working valhalla place two half years working somewhere else little_bit. field going four years now think internships everything. ",350
"317","doc 533","zm: working four years, see?",65
"318","doc 534","sd: see? guess really started notice things in, know, saw california living selling drugs house holder. like low-income kind housing thing lot_people getting medications. trading medications cocaine. trade oxycontin, things_like_that. take that, trade crack it, go sell opiate medications somebody else go sell rich, affluent housewives [loyola], california area pretty affluent. saw back really affecting people, saw upper class people using it. heroin really something saw much of. used heroin month lived california just_time, black tar back then. remember friends used need daily basis getting sick, us drive around just_get ten dollars worth heroin. slapping people around. old way trying reverse overdose. throwing bathtub cold water, things_like_that. trying bring back. luckily apparently worked. [laughs] really doesn't. ",1304
"319","doc 535","saw there, guess started see came field, internships years back people coming opiate use. treatment. think harm_reduction stance changed, went treatment like abstinence based. go na, go aa. thing going work things going die. kind stuff. like_messages heard going meetings. stopped going want live fear rest life. lived fear life is. just thought forever, thing like_meditation stuff good enough. want that. make sense me. stopped na thing years ago started implementing harm_reduction life. drink alcohol. use drugs. just use illicit drugs well, well depending want look it. [laughs] enough those. still around luckily. ",1178
"320","doc 536","think saw internship like_said lot clients coming willing, ready stop using everything. referring people places like minnesota alternatives, harm_reduction program. know heard that. heard minnesota alternatives. went conference called maarch [minnesota association resources recovery chemical health] years ago early school. paula desanto owner, former owner believe minnesota alternatives, like harm_reduction based program teach people lessen use. want quit drinking completely, want learn drink three alcohol drinks night, whatever successful work instead kicking treatment stopped. lot_people coming just ready stop drugs. set program inpatient program knowing going need use just_going_get kicked made sense me. referring outside company worked [laughs]. like treatment; success. ",1290
"321","doc 537","decided look different realm, wanted something harm_reduction methadone really interesting me. kept seeing like_said clients coming either methadone using heroin prescription pain killers lost ton people lives based overdose, just thought need be. came valhalla place two half years ago now almost. else want know? seeing now? ",516
"322","doc 538","zm: just describe valhalla? valhalla does?",84
"323","doc 539","sd: absolutely. valhalla medically assisted treatment program, provide methadone suboxone patients opiate dependent least one year. abusing opiate year prior even eligible program. ",266
"324","doc 540","zm: like regular—daily, weekly?",39
"325","doc 541","sd: know, depends person. whether something maybe originally getting prescribed, supposed take three day now taking maybe six eight ten. seeing withdrawal symptoms them. heroin streets. things_like based use, able use prescribed. illicit use withdrawal substance around. can come help giving methadone, suboxone, can eliminate withdrawal cravings use substances anymore. ",647
"326","doc 542","zm: year cut-off—is just arbitrary line?",56
"327","doc 543","sd: yeah. kind weird line drawn sand that, know, now kind hard people will call eleven months, just qualify program. believe federal. like federal guideline magical number year abusing things. even though people can lot damage six months. especially now there. just able qualify medication. insurance won't, appropriate treatment here, sucks. ",591
"328","doc 544","zm: see people attempting fabricate—",46
"329","doc 545","sd: yes, oh absolutely. ",24
"330","doc 547","sd: absolutely. every now will see people come in—because screening process everybody whether phone, physically come here. lot times, especially certain communities, native communities especially reservations treatment options. really resources there. will sometimes see families trying come in, sending family members here, go screening process can kind tell coached say. word things differently, trained enough to—and former...when every word came mouth lie past, pretty good seeing people telling entirely truth, know say. can word things little_bit differently. times past done chemical health assessment first just_kind get using, get information versus just screening process it. coached enough that. can see, know, going qualify program. think bigger idea hopefully family somebody trying get maybe can get medication another family get here, insurance, us admit somebody need program, opening door something going cause harm. especially opiate naive person not, using opiates start methadone suboxone_just_going to...cause addiction problem have. ",1722
"331","doc 548","little_bit things around that. part think people calling know works, want anymore. answer phone twenty-four hours day. phone rings somebody's trying get sunday night qualify program try get monday tuesday morning get medication, start counseling here. ",434
"332","doc 549","so, job counselor here. ladc, licensed alcohol drug counselor. also certified prevention professional minnesota board well. still created new job year half ago here, like harm_reduction specialist title [laughs]. sort made up. saw need community, facility, outside people getting naloxone. education; understanding medication assisted treatment beneficial opiate addiction. colleges, even colleges went to—we talk methadone suboxone. talk harm_reduction school. like five minute little thing. see beneficial right_now especially going state. huge need education there, spent free time educating much possible. going conferences, flying san diego last year harm_reduction conference. just trying get much information harm_reduction services, just needle exchanges. spend probably forty percent time outside office narcan trainings throughout state. largest provider naloxone state minnesota.",1334
"333","doc 551","sd: yeah. dispense, last year, six thousand kits believe. provide minnesota aids project narcan. rural action aids network. working little earth, native american community south minneapolis year half now. used sneak narcan people knew lived there, teaching reverse opiate overdose, tribe time really let happen. actually go training community. just kept sneaking people dropping like flies. overdosing daily nobody anything it, community begging help. got friends live there, got lot clients there. really great passion native american community. so, past year probably donated four hundred, five hundred kits little earth. last year—reported me, 911 calls, call 911 often—we eighty-six opiate reversals. know deaths far. made huge difference.",1116
"334","doc 552","there're certain areas minnesota, especially rural areas, poorer areas, services one anything it. little earth one places think_just continues get short end stick resources. poorer community. section 8 grh [group residential housing], low-income housing. just neighborhood park infested needles. people actively using overdosing place. just—something's got give. try give much time possible nobody die shit. ",682
"335","doc 555","zm: just follow-up valhalla. funds it?",56
"336","doc 556","sd: minnesota amazing. really lucky state treatment funded insurance companies. so, whether somebody straight medical assistance even provider yet, straight medical assistance whatever county will pick tab. fill paperwork, sign stuff, chemical health assessment them, shoot whatever county in, say hey, need methadone suboxone, will pay it? sign it. counties will pay it. state insurance, say medica blue care state based low income will pay it. private insured times pays it. sometimes co-pays. every now get people insurance even though supposed pay pocket. low-income no-income take money. fill forms stuff make sure county will pay it. legally take somebody's money capabilities. like twenty-two thousand dollars year, which—",1185
"337","doc 557","zm: assuming anyone working wouldn't—even requirement. ",83
"338","doc 558","sd: no. just_kind go rigmarole get whatever coverage need get methadone suboxone. methadone sure will covered providers. suboxone—it_just depends expensive. county pay it. [laughs] yeah. so, certain barriers. like especially hennepin county, county in, largest county minnesota, will pick tab suboxone. ",463
"339","doc 559","zm: price?",21
"340","doc 560","sd: methadone costs eighteen dollars day. suboxone twenty-six. nine dollar difference, so. figure many people currently treatment, maybe many people funding—thousands thousands dollars. know? residential treatment program, thirty days—if people sending people shelling eight grand month. year's worth dosing. paying year even six months looking three, four, five, six thousand dollars. times however many treatment. clinic alone think eleven hundred clients just clinic alone active dosing right_now. valhalla largest provider medicated assisted treatment state minnesota. seventeen programs minnesota. currently now four. recently merged meridian behavior health. alliance another methadone clinic now ours. pinnacle brainerd now well. turning valhalla's. ",1060
"341","doc 561","valhalla is—i'll give background valhalla's story awesome. [laughs] valhalla norse mythology, basically fight good evil. former owner patient methadone another clinic. business owner, tremendous amount finances things, just_like treated clinic at. missed appointment business partner supposed fly arizona late meeting. got like, ""this baloney. keep this. hassle. want do?"" said, ""i want open clinic."" built. built somebody gets addiction there. understands methadone, opiate problem, think makes us different lot places really client. people, person. ",969
"342","doc 562","zm: detail describe experience treatment versus treatment valhalla. ",104
"343","doc 563","sd: think—my experience client past? gone treatment california couple occasions. think three maybe? three four there. experience everybody else. stuff. nobody asked questions history, maybe trauma, abuse, things through. cookie-cutter treatment. same. step one, two, three. lot abstinence-based sure. ",488
"344","doc 564","zm: like minnesota model, twelve-step?",45
"345","doc 565","sd: minnesota model sure. absolutely. but, throw around words now hear 'client-centered' 'client focused' whatever is, really case. same. never got treatment catered needed. got treatment catered people thought needed. thought needed treatment next guy right next me. make sense got story. expectation got quit everything right_now. lot pressure look magic medication get crack cocaine minimal physical, lot mental came it, still got smoke weed along side might like, okay, can that. can one. option. get kicked out. use kick curb. else going do? going_go thing always done. going pick continue use. ",1054
"346","doc 566","experience think little_bit different, think different. think ready something different. realized ball missed past went like [unclear] said, need. told things knew certain things know work get help really put forth different effort. although, programs went still minnesota model part. ",534
"347","doc 567","zm: right, required change attitude.",52
"348","doc 568","sd: think so. think lot ready. think necessarily person to—i think people can still successful per say mandated treatment jail probation making go. mean choice still unless locked facility can walk out. still, even back probation required go treatment pretty much every time. learn anything. still remember things learned. just probably time, feel like individual. just felt like number. prison system really need another number. cool that. ",734
"349","doc 569","zm: right, mandated state california?",63
"350","doc 571","zm: something currently interested researching just costs borne state california?",121
"351","doc 572","sd: yeah, california paid things there. something called prop 36, funds treatment comes like criminal justice system somehow gets that. [laughs] paid for.",228
"352","doc 573","zm: treatment courts?",32
"353","doc 574","sd: drug court. drug court different drug court minnesota. drug court mandated to. choose go drug court. drug court minnesota—you choose go drug court. sat courts times california waiting go probation extremely shaming came couple minutes late court handcuffed immediately. arrested missed dates. used incarcerated thirty days. sat drug courts worked clients even drug courts uplifting supportive clients choose program. one, know long program is, say, yeah, want this. even pick up, use, relapse, whatever get kicked out. get arrested. continue work team people have. like, miss? need? graduated seen judges come behind chambers give tokens certificates hug treat like real people. see super disconnect power differential california. just something choice minnesota might successful lot faster. ",1385
"354","doc 575","zm: minnesota contingent sobriety?",52
"355","doc 576","sd: necessarily. yes, want sober, necessarily going_go_back jail. ",106
"356","doc 577","zm: right. understanding treatment court break sobriety incarcerated.",93
"357","doc 578","sd: no. continue, yes. will work certain things. maybe need treatment. maybe outpatient enough continue monitor things going you. earn phases things_like_that. believe end time record expunged. great. [laughs] got charges like great stuff disappear. really empowering like clientele moves up. certain phases write letter think earned phase increase drug court come court often whatever phase increase stipulates. yeah, just completely different. person. everybody's different, think missed mark, especially minnesota model. think_just thought everybody same, addiction same, really not. brain chemistry science behind genetics things_like_that, stuff go active addiction next person went through. even story exactly perceive somebody else can two totally different things.",1312
"358","doc 579","think missed specializing certain things involvement comes trauma, open even thc thing. smoke weed get kicked out. think need open minded, valhalla think completely different. even still actively using necessarily get kicked here. work you. got 'it depends' model. [laughs] lot 'it depends' here. ideally ask one source opiate, means us. choosing get medication us means picking prescriptions another provider. will check make sure. run names prescription monitoring program [pmp] make sure picking opiates provider. things_like_that. ",827
"359","doc 580","zm: statewide network?",32
"360","doc 581","sd: prescription monitoring actually program actually united states. anybody can use it. anybody can run pmp somebody. provider. need credentials. doctor, prescriber can run somebody's name see picking prescriptions whatever is. ",321
"361","doc 582","zm: post oxycontin bullshit?",37
"362","doc 583","sd: yes. now lot states mandating going write prescription opiate run pmp somebody. minnesota that. still option. anyway. average prescriber necessarily lot shoddy prescribers here. ",320
"363","doc 585","sd: still there, yeah, absolutely. names see like, oh cringe see picking prescription somebody. pain clinics, prescribers still definitely need dea pay visit sometime near future. difference us necessarily kick based elicit use. opiate thing still working maybe refer higher level care, mean outpatient top working us going_like groups. outpatient attend like three times week nine hours total. working maybe look residential treatment, mean stop here. still work us. still get medications.",820
"364","doc 586","zm: medication counseling valhalla?",55
"365","doc 587","sd: yes. so, federally, methadone clinics required counseling. just called, legal drug dealer. think clients just come get medications, walk out, treatment involved. required first fourteen weeks meet counselor least fifty minutes week. creative treatment plan them, chemical health assessment, rule 25, just_get baseline see at. funding drop done. can shoot county. update yearly kind see changes made. ",682
"366","doc 588","first ten fourteen weeks required federal law meet us least one time month fifty minutes. willing that, yes, can earn spot long qualify areas, too. counseling it. reason use. lot that. provide counseling there're groups lot things can get. mental_health services, such, well us want that. ",536
"367","doc 589","freak thc. us, clients can continue smoke pot. ",72
"368","doc 590","zm: even come kind chemical analysis?",55
"369","doc 591","sd: drug screens them, will show that. obviously county picking treatment costs sometimes problem it. thc use interfering life—i think sometimes county people maybe spend day clinic realize us—most clients sitting smoking bongs everyday, think lot times perception. somebody may thc system. us see client may walked day one two gram day iv use habit heroin six months later maybe used twice. but, huge success, smoked pot entire time. so, looking drug screens lot times across board failure. us huge success. going overdose that. 'harm'. risk harm much lesser many treatment plans say smoke weed instead shoot heroin. cool. smoke weed want. friends smoke pot businesses, able function job everyday. lesser risk, worst thing someone's doing, smoke fricken weed. unmanageable discuss it. clients realize become problem. great, look stopping weed. stop thc use well. ",1421
"370","doc 592","lot drugs see well. amphetamine use made huge comeback recently. lot think due strength opiates there. reports get lot clients hate high high fentanyl there. like, want high. want well. want high, want falling high. so, use meth kind evens gets little_bit leveled end. know, opiates seeing there—it's insane. stuff seeing, hearing, education carfentanyl now there. saw coming last year. knew going hit us eventually. ohio two hundred odd overdoses small amount time. talking carfentanyl clients education outside since august last year waiting hit us. first cheap. get two thousand dollars china send here. classified super easy. former drug dealer, board gotten crack really cheap somewhere else sent me. easy deal. ",1300
"371","doc 593","potency stuff right_now, saw carfentanyl overdose december last year took eight shots narcan revive somebody. luckily happens front much narcan want able save somebody's life. average person_going_one kit two doses. time 911 gets got maybe two nasal things chances surviving still slim none. going able that. kid, know, amount shots put plus emts coming along never survived. never survived, doubt mind carfentanyl. five year knew two five people. now waiting five pending hearing probably is. ",857
"372","doc 594","know comes epidemic, use term loosely, think going_get worse gets better. hate say that. love say year things going_get better paying attention, access naloxone things_like_that. reality drug fricken potent right_now. matter much naloxone walk around with. carfentanyl it, amount fentanyl there, noscapine now stuff. many fricken types opiates people getting hands on. noscapine called c3. normally used cancer patients chemo pain reliever. hit hennepin county december. last year hennepin county put little blip there. december 2016. so, sold heroin. prescription painkillers sprayed liquid fentanyl. liquid fentanyl bust november last year. ",1005
"373","doc 595","nothing getting better. taking notice epidemic—because lot rich, affluent, white people dying disease. become noticeable problem people speaking out. think people speaking people potentially heard lot times are. families little earth losing handfuls handfuls loved ones community. one listening years going_on. but, speak live edina, suddenly get heard. long people hearing something saying something now something it, think done something long time ago. ",747
"374","doc 596","watched just escalate. numbers skyrocketing. amount deaths hear daily basis clients work with—it's unbelievable. numbers true numbers many people died. everybody first going tox screens everybody. know many people truly dying opiate itself. look complications things. think numbers, even totals yet 2017, guessing seven hundred minnesota statewide. hennepin county one hundred fifty three. went thirty-nine percent 2015. ",670
"375","doc 597","zm: noticed driving billboard. ",69
"376","doc 598","sd: yes. overdose hennepin county. so, working sheriff's department. hennepin county decided something year kind overdose thing much education possible. ",207
"377","doc 599","zm: paired mandating emts firefighters carry naloxone?",71
"378","doc 600","sd: kind paired that, just much—right_now seeing billboards there, monthly meetings lot providers people parents people lost loved ones, police departments showing doing, think everyone's afraid finally. longest time whole nimby thing, back yard, affect me, affect me. does. losing everybody. every time turn around another person. lost many fricken clients. lost many here, reality lost way less clinic clients lost people currently here, maybe treatment. think getting treatment services things_like access naloxone us, kind things, much educated staff here, use obviously big problem weren’t here, think still missing mark. ",1135
"379","doc 601","zm: protocol naloxone distribution clients? ",61
"380","doc 602","sd: us give clients?",30
"381","doc 604","sd: allowed! so, sort treatment provider, treatment program can administer naloxone part steve's law. kinds stipulations fill little form written variance program thing saying, can administer naloxone residential treatment program it. go training. fill little form. way get fine for—the reality get hundred dollar fine versus somebody dead rather pay fine. stipulations programs order administer naloxone. us variance prescribers. doctor prescribes medication, basically [unclear] medication here. naloxone now available anywhere, pharmacy, counter. pharmacy. used cvs pharmacies. know. ones kind open mind. [laughs] know! ones willing test waters even though many it. call make sure explain half time. shit show. now pharmacy state minnesota can give naloxone. just prescriber. if one can use medical fricken—the main medical guy minnesota. whatever is. ",1409
"382","doc 605","us standing [unclear] medication doctor prescribes it. train client. train trainer kind thing. train client reverse overdose. fill little_bit form. really get much information just want demographics going. year born, culture. want see going. want know_going want know used want come back tell me. want know fast worked. know successful can get there. ",618
"383","doc 606","dispense huge amount. year alone, may 1st now? dispensed probably thirteen, fourteen hundred kits far year. yeah. huge amount come here. clients know self-proclaimed narcan queen. [laughs] narcan girl community. ",282
"384","doc 607","zm: still drug dealer!",26
"385","doc 608","sd: [laughs] right. dealing drugs different level now, though. completely different level, funny sunday met friend mine last place ever used at. met cub foods. bringing auto injectors naloxone expired give people street. still—",392
"386","doc 609","zm: like position valhalla, just_that? training stuff. ",107
"387","doc 610","sd: now job. now part job. something just started almost year half ago. year half ago first client overdose. ",185
"388","doc 611","zm: like, want again?",53
"389","doc 612","sd: yeah. sat eight-thirty night. leave two o'clock afternoon. eight-thirty night waiting family call tell alive not. go home knew coming next day, needed day off, honestly. leave. thought myself, feeling like client imagine family member, somebody really_knows somebody personally different level do—even though probably know client family quite often—but affected feeling waiting find okay nobody fricken feel like_that. started go_just_kind haywire narcan thing. ",789
"390","doc 613","zm: transition part job?",56
"391","doc 614","sd: lot little earth. went training finally. snuck times, big training community there. started education colleges. mctc, century college. got professors talking medically assisted treatment. word mouth people started hearing name. turned bigger, way bigger expected. caseload got dropped part job now. ",469
"392","doc 615","just_kind time. full caseload. sunday's three o'clock afternoon, middle day schedule work around it, just whatever took make sure got stuff there. just_like it. found niche. talked to, know, bigger bosses things_like_that. chuck hilger, one bosses vp program here. knew doing. gave me—he pointed amy direction! something just—we missing it. else get narcan from? average person walking fucking cvs pharmacy saying, ""can get narcan?"" first, going judged. give name? going pay it? active user sure hell going_go_get narcan pharmacy. going_get needles anymore usually give them. so, go. ",1011
"393","doc 616","just started much clients staff just, yeah. word mouth. trained kenyon police department, even know town kenyon existed. small, like thousand people. went trained narcotics unit, police department, first responders, first people respond small town like police. so, naloxones. kenyon, trained many treatment programs possible. meridian narcan patient residential sites open came along. like, ""this bullshit. going work together guys that."" trained staff, nursing, residential programs that. ",787
"394","doc 617","zm: abstinence based sobriety—",42
"395","doc 618","sd: abstinence based, absolutely. mean people die. so, like, know, still that. educating harm_reduction methadone. rccs—restoration, counseling, community services think is—last week narcan training them. mat, methadone assisted treatment 101, kind education them. anybody interested. emts, save-a-life corporation, like first responder classes couple times month. just come in, spend thirty minutes narcan training, talk opiates, get out. [laughs]",618
"396","doc 619","lot originally volunteering. like_said one—to start day checking see many clients dose day before. normally people miss days row, notice gone two three days normal m/o start looking jails see arrested. look obituaries. fact day starts 5:30 morning looking obituaries see recognize names bullshit. that job. anybody's normal day. just_really, really shouldn't. something really address problem fill gap talk stuff going matter. going make difference. talked it. ignore it. ignore drug addiction. much fucking stigma comes along that. ",915
"397","doc 620","zm: especially something prevalent. ",51
"398","doc 621","sd: yeah. addiction_going anywhere. gone anywhere forever. going anywhere now anonymous? shamed methadone suboxone go twelve-step meeting? say using tool along treatment. ",308
"399","doc 622","zm: accepted?",25
"400","doc 623","sd: much. depends group, quite often get shamed told clean. try use words like clean dirty clean means one point dirty. person active addiction shamed death nothing say can worse telling day long. need people supporting me. tell recover. way recover die. matter. fucking care recover light bulb methadone plant going work it. care. smoking pot going you, risk going less iv use going start smoking it, hopefully maybe slow go different direction add methadone mix iv treatment, teen challenge. care. care. think told everybody one way things way it. reality bullshit. extremely high success rates. medication assisted treatment extremely successful long-term use. people need methadone suboxone least year. anywhere 365 442 days research done. took year qualify program, going take probably year get life together. ",1456
"401","doc 624","zm: average length see?",39
"402","doc 625","sd: depends person. people year, year half, couple years. kind ready titrate taper medication go merry little way. people intention ever leaving okay. people_know, say quite done yet, decide back little while, come back. always just hope make back. lot clients readmit program again. shit, just thrilled walk back door know made lot aren't. ",634
"403","doc 626","need something different here. think education huge part it. educating honest. think education piece needs done people get it. people active users—even ones actively using. people maybe methadone well. people maybe still actively using. families. people get dirty see it. suits, society, people maybe trained certain things see time. think ignore lot stuff. think ignoring long time. even fucking war drugs. worked real well. [laughs] ""just say no."" product ""just say no."" work. gave people idea choice. ",792
"404","doc 627","zm: also think race thing. ",38
"405","doc 628","sd: absolutely. work. and, ""if just say okay."" say yes weak choice say no. freaking put everybody society still sees thing, ""why just quit?"" need another medication? just stop. fricken work. explain father years ago, know, said_going quit smoking six a.m. holiday gas station buying another pack cigarettes—that's crack cocaine. stop it. if, know, try quit smoking guys one little inhaler things—that's methadone. like, oh, like_methadone. like exactly! harm_reduction. less harm weaning yourself. however got care. absolutely works. ",895
"406","doc 629","think need access treatment. think need programs—for opiate piece—we need programs accept everybody matter medication taking including methadone suboxone everybody does. think fair can make deciding factor somebody taking medication_going take taking lithium gabapentin abused drugs. can cause sedation, can cause combination things take fricken medications. say take methadone. take methadone, sixty milligrams less. well fuck say person's magical dose is? know anything them. think leave experts us doctors things make decision say come program. outed shame stigma of, well, good enough go program. couple will take me. sober living's will take me. just fair. alienating huge population people amazing people ever met entire life fricken fighting chance allow based judgment lack education. there's soap box. ",1437
"407","doc 630","zm: ties nicely wanted go. policy changes like see ideal world steph charge?",157
"408","doc 631","sd: ideal world charge get raise! think naloxone every first responder, police included, quite often first scene every police department carries them. speaking minnesota only—we able open doors anything. continue educate other. school systems. educating clinicians going field. think doctors medical field needs educated going there. think really clue, another person comes overdose referral process going through. one. usually three hours get discharged. ",767
"409","doc 632","depends program, facility. north memorial starting eighth month will giving optional narcan kit anybody comes overdose. comes referral information stuff like_that. so, finally getting it. even talking providers emergency department: giving needles? response. so, always stigma lack education. like, well, partially cost, reason dead people recover. short answer you, not? kid. ",632
"410","doc 633","think problem enough us affected. shitty fricken lost somebody see somebody struggle order big deal. just_know. think need to—minnesota land ten thousand treatments million one treatment programs anyone get into, think narcan site every single one them, opening doors anyone medication assisted treatment, think detox processes people going straight detox detox program instead mat anything like_that—it's scary. think wait get huge barrier going wait two weeks get freaking detox? going! forget it. perception addiction need right_now—that's answer phone time—is care. well, answer phone answer monday friday eight four. well, two weeks now? person might dead two days now. urgency trying just_get people straight through. part policy piece here. straight shot phone call make maybe bed waiting detox maybe give option want start suboxone methadone? something interests you? get started withdrawal waiting get treatment going stay. going walk two days last long. getting set somewhat stable, least somewhat comfy hours day, going treatment program something need. everyone's doors open problem always going waiting list treatment many clients enough programs matter many always going wait list, going_ones people want go referred often others. ",2137
"411","doc 634","us opiate piece certain areas—no one's going take anybody withdrawal. figure out, know, referring people treatment dimension one, withdrawal. high number going take them. got go hospital first. well, great. missed bed. one's going hold bed going put next body there. so, just missing lot order so. think act like guess aids crisis, know took us forever fucking recognize too. ",624
"412","doc 635","zm: least nomenclature epidemic harkens back sort level of—also level ineptness deal currently. just sort sum sounds like recommending integration harm_reduction already prevalent minnesota model, twelve-step in-patient well on-site withdrawal? maybe?",326
"413","doc 636","sd: maybe. figure something like great. somebody willing that. least always special beds available like st. joe's fairview people want get medication assisted treatment. yeah, something effect. going_one treatment another, especially overdoses, someone overdoses automatic phone call. make phone call place. least, know, card. call people. valhalla. plug us, just somebody come near death experience say, alright see later. nothing. even quite often people overdose know remember happened, family knows happened. see it. affected it. society whole huge fucking ripple effect. something?",942
"414","doc 637","zm: similar requirements suicide attempts things_like_that?",80
"415","doc 638","sd: some, yeah. similar things. hold seventy-two hours ten days depending situation. going serious medical problems coming along holding ten days? go next thing setting psychiatric help? like suicide set treatment whatever choices. people need choices. ",465
"416","doc 639","zm: think agency crucial. ",35
"417","doc 640","sd: choices. sounds good you? choice much successful. ",108
"418","doc 641","zm: even sound great least picking. ",66
"419","doc 642","sd: exactly. least one might sound better other. clients walk mandated treatment here. nobody says come treatment valhalla place. think maybe one person probation said come here. clients come want come here. wherever state change. whether just_going fill blanks use, really want stop. however get get fricken walk in, hardest thing someone say, know what? fricken anymore need help. somebody high-fiving giving kudos support acknowledging instead shaming making feel like shit_just quit. so, missing lot stuff. ",897
"420","doc 643","need whole lot money. narcan, grants, kinds stuff pay pocket. everybody can afford that. oh, jail system. biggest goal jail prison system. naloxone there, new york amazing program jails prisons, think fifty-four jails prisons new york state, prior inmate released option narcan training narcan property. fricken amazing that? highest risk people coming treatment jail overdose, set protect family trained well? that? cut cold turkey methadone suboxone get incarcerated? yeah made mistake, yeah that, setting failure three days, ten days, three years treatment coping skills going_get damn thing. opiates go away short term. go away bubble. ""well, jail two_years. fine."" prison couple years. still wanted smoke crack got out. so, craving process safe little bubble sights smells sounds memory sticks things, start somebody even incarcerated. sending prior that. ""i saw maybe used opiates past."" talk somebody about, know, medical people treatment programs. setting something option coming jail programs. ",1783
"421","doc 644","zm: attempted speak anyone?",44
"422","doc 645","sd: shit. gotten create, out-patient program telasis, hennepin county jail. kind gotten door there. ",167
