"","sentence_id","id","sentence","nchar","doc_id","description","family_experience","treatment_prof","personal_experience"
"269","140",1,"lot resources allocated","23","Anderson_Greg","Social worker",NA,TRUE,NA
"270","140",2,"psychiatry addiction medicine","29","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"271","141",1,"enhanced services Children Family Services provide support direction intervention families afflicted issue","106","Anderson_Greg","Social worker",NA,TRUE,NA
"272","141",2,"Well started psychiatrist","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"273","142",1,"Things kind well least standpoint things fell wayside period time think biggest thing law enforcement standpoint able focus reduce ever totally eliminate greatly reduce labs community","183","Anderson_Greg","Social worker",NA,TRUE,NA
"274","142",2,"internship time forced vacancies addiction world","48","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"275","143",1,"houses Duluth","13","Anderson_Greg","Social worker",NA,TRUE,NA
"276","143",2,"forced work","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"277","144",2,"stigmatized field","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"278","145",1,"Duluth rural Duluth heard rural areas actually city","51","Anderson_Greg","Social worker",NA,TRUE,NA
"279","145",2,"Psychiatry stigmatized first place psychiatry addiction stigmatized","67","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"280","146",2,"psychiatry stigmatized","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"281","147",1,"think least instances homes Duluth","34","Anderson_Greg","Social worker",NA,TRUE,NA
"282","147",2,"First paid well","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"283","148",1,"Basically necessarily lower income areas occurring","50","Anderson_Greg","Social worker",NA,TRUE,NA
"284","148",2,"lowest income group medicine","28","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"285","149",1,"boundaries relationship income","30","Anderson_Greg","Social worker",NA,TRUE,NA
"286","150",1,"Yeah myth busted right now","26","Anderson_Greg","Social worker",NA,TRUE,NA
"287","150",2,"Child psychiatrists lower","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"288","151",1,"really coming back","18","Anderson_Greg","Social worker",NA,TRUE,NA
"289","151",2,"low","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"290","152",1,"Meth also prevalent","19","Anderson_Greg","Social worker",NA,TRUE,NA
"291","152",2,"glad asked","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"292","153",1,"things really slowed probably guessing","38","Anderson_Greg","Social worker",NA,TRUE,NA
"293","153",2,"know surgeons fold","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"294","154",1,"just kind along","15","Anderson_Greg","Social worker",NA,TRUE,NA
"295","154",2,"point","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"296","155",1,"dealing issues things really coming light things really becoming noticeable","75","Anderson_Greg","Social worker",NA,TRUE,NA
"297","155",2,"point perception frustrating job results","40","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"298","156",1,"late commissioner Department Human Services came Duluth community leaders believe police chief part panel presentation want say Lucinda Jesson Department Human Services Commissioner time","186","Anderson_Greg","Social worker",NA,TRUE,NA
"299","156",2,"dealing mental illness","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"300","157",1,"Long story short came discussing state direction put together implement substance use state plan address substance use","118","Anderson_Greg","Social worker",NA,TRUE,NA
"301","157",2,"sufficient results","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"302","158",1,"came St. Paul","13","Anderson_Greg","Social worker",NA,TRUE,NA
"303","158",2,"stuff","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"304","159",1,"came St. Paul","13","Anderson_Greg","Social worker",NA,TRUE,NA
"305","159",2,"addiction therapy well","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"306","160",1,"believe think Minnesota Department Health think state department along Chief Police time Gordon Ramsey","102","Anderson_Greg","Social worker",NA,TRUE,NA
"307","160",2,"lying working","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"308","161",1,"excited taking place","20","Anderson_Greg","Social worker",NA,TRUE,NA
"309","161",2,"result wrong approach","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"310","162",1,"attended session adult service division director Mark Nelson","60","Anderson_Greg","Social worker",NA,TRUE,NA
"311","162",2,"treatment expect actually want wonder work","42","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"312","163",1,"time north St. Louis County MCD supervisor Mike unclear also attendance professor University Duluth school pharmacy Mark Sneiderhan CEO Center Alcohol Drug Treatment Gary Olson Dr. Faris Keeling Dr. Beth Bilden Essentia point St. Mary Duluth clinic","248","Anderson_Greg","Social worker",NA,TRUE,NA
"313","163",2,"frustrating","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"314","164",1,"treatment providers group started talking session discussion led series meetings basically first step development Opioid Abuse Response Strategies work group","157","Anderson_Greg","Social worker",NA,TRUE,NA
"315","164",2,"try advocate great point","24","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"316","165",1,"overview","8","Anderson_Greg","Social worker",NA,TRUE,NA
"317","165",2,"approach","8","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"318","166",1,"seen impact St. Louis County still right","40","Anderson_Greg","Social worker",NA,TRUE,NA
"319","166",2,"battle resistance forever feel bad frustrated patient doctor","60","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"320","167",2,"choose find right approach just try meet people invite therapeutic process collaborative process","96","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"321","168",1,"point time primary concern focused prescription opioids","55","Anderson_Greg","Social worker",NA,TRUE,NA
"322","168",2,"know right individual guy","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"323","169",1,"conversations came reviews discussions time basically came greater monitoring control prescription medications","110","Anderson_Greg","Social worker",NA,TRUE,NA
"324","169",2,"interesting well find single patient important","46","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"325","170",1,"longer easily accessed entrepreneurship reflecting back supply demand basically said prescription medications fit need able provide price good affordable","153","Anderson_Greg","Social worker",NA,TRUE,NA
"326","170",2,"goal","4","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"327","171",1,"started shift heroin","20","Anderson_Greg","Social worker",NA,TRUE,NA
"328","171",2,"develop options","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"329","172",1,"second page references appearance OARS Opioid Abuse Response Strategies members basically first Substance Abuse Prevention Intervention Initiative team member Marsha Gertel","172","Anderson_Greg","Social worker",NA,TRUE,NA
"330","172",2,"interesting frustrating","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"331","173",1,"interviewed Almanac North","25","Anderson_Greg","Social worker",NA,TRUE,NA
"332","173",2,"back forced","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"333","174",1,"Almanac North spin Almanac Channel Twin Cities","46","Anderson_Greg","Social worker",NA,TRUE,NA
"334","174",2,"started find patients people well","33","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"335","175",1,"Basically questions posed kind","30","Anderson_Greg","Social worker",NA,TRUE,NA
"336","175",2,"interesting","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"337","176",1,"major heroin bust think day date Almanac North Good Friday","58","Anderson_Greg","Social worker",NA,TRUE,NA
"338","176",2,"working people anyways","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"339","177",1,"major heroin bust Wednesday Thursday week based Channel called Dana Kazel communication manager wanting get response St. Louis County relationship","146","Anderson_Greg","Social worker",NA,TRUE,NA
"340","177",2,"got fascinated seeing stigmatized much stigmatized","50","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"341","178",1,"department contacted","20","Anderson_Greg","Social worker",NA,TRUE,NA
"342","178",2,"treat","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"343","179",1,"Adult Service Division director unable attend basically Marsha Gertel interview hosts program","93","Anderson_Greg","Social worker",NA,TRUE,NA
"344","179",2,"seeing much improved badly system working","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"345","180",1,"OARS group basically ended discussions leading proposal put together think late 2000s Public Health department Social Service department merged Public Health Human Services","172","Anderson_Greg","Social worker",NA,TRUE,NA
"346","180",2,"hooked","6","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"347","181",1,"Public Health Human Services department proposed county commissioner developing Substance Use Prevention Intervention Initiative","128","Anderson_Greg","Social worker",NA,TRUE,NA
"348","181",2,"fascinated much","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"349","182",1,"unanimous vote January basically approved allocation FTE provide prevention intervention services St.","101","Anderson_Greg","Social worker",NA,TRUE,NA
"350","182",2,"better","6","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"351","183",1,"Louis County address issues relating substance abuse","52","Anderson_Greg","Social worker",NA,TRUE,NA
"352","183",2,"better","6","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"353","184",1,"latest draft pamphlet brochure","30","Anderson_Greg","Social worker",NA,TRUE,NA
"354","184",2,"much improved","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"355","185",1,"tell yeah","9","Anderson_Greg","Social worker",NA,TRUE,NA
"356","185",2,"incredible potential help make things better create better society well","71","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"357","186",1,"shows pamphlet","14","Anderson_Greg","Social worker",NA,TRUE,NA
"358","186",2,"still intrigued","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"359","187",1,"basically gives description relationship assisting supporting individuals families communities St. Louis County","111","Anderson_Greg","Social worker",NA,TRUE,NA
"360","187",2,"still fighting working","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"361","188",1,"things public education trainings consultations department family members calling concerned wanting direction ideas","115","Anderson_Greg","Social worker",NA,TRUE,NA
"362","188",2,"long","4","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"363","189",1,"people reach OARS","17","Anderson_Greg","Social worker",NA,TRUE,NA
"364","189",2,"started work","12","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"365","190",1,"basically extension OARS","24","Anderson_Greg","Social worker",NA,TRUE,NA
"366","190",2,"twentieth year now","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"367","191",1,"OARS program founded","20","Anderson_Greg","Social worker",NA,TRUE,NA
"368","191",2,"said talk politicians","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"369","192",1,"came first","10","Anderson_Greg","Social worker",NA,TRUE,NA
"370","192",2,"describe job dealing patients","29","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"371","193",1,"interesting take opioid crisis led thinking substance abuse prevention intervention broadly","91","Anderson_Greg","Social worker",NA,TRUE,NA
"372","193",2,"Arud Centers Addiction Medicine always political organization well pressure group","81","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"373","194",1,"true","4","Anderson_Greg","Social worker",NA,TRUE,NA
"374","194",2,"private charity","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"375","195",1,"think fair","10","Anderson_Greg","Social worker",NA,TRUE,NA
"376","195",2,"obey government regulations","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"377","196",1,"basically looking","17","Anderson_Greg","Social worker",NA,TRUE,NA
"378","196",2,"colleagues working state clinics speak","38","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"379","197",1,"necessarily coordinated services decided expand include substance use rather just opioids","89","Anderson_Greg","Social worker",NA,TRUE,NA
"380","197",2,"careful","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"381","198",2,"try use asset","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"382","199",1,"lot focus opioid piece","22","Anderson_Greg","Social worker",NA,TRUE,NA
"383","199",2,"collect information","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"384","200",1,"called expedited Rule assessments Children Family Services","58","Anderson_Greg","Social worker",NA,TRUE,NA
"385","200",2,"Part work network try get specialists Society Addiction Medicine organize","73","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"386","201",1,"incredibly high rate home placement","35","Anderson_Greg","Social worker",NA,TRUE,NA
"387","201",2,"get specialists together lobby improvement policy","49","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"388","202",1,"Kids foster care licensed facilities programs related parental substance use","76","Anderson_Greg","Social worker",NA,TRUE,NA
"389","202",2,"work state authorities","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"390","203",1,"parent parents come risk losing children","40","Anderson_Greg","Social worker",NA,TRUE,NA
"391","203",2,"private charity get government assistance","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"392","204",1,"crisis crisis","13","Anderson_Greg","Social worker",NA,TRUE,NA
"393","205",1,"willing wanting assessment oftentimes right workers available Matt Johnson Marsha Gertel","88","Anderson_Greg","Social worker",NA,TRUE,NA
"394","205",2,"actually function private practice","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"395","206",1,"also social worker north St. Louis County","41","Anderson_Greg","Social worker",NA,TRUE,NA
"396","206",2,"talking government trying cut funding meant state run agencies","62","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"397","207",1,"based Hibbing able exactly day next day","39","Anderson_Greg","Social worker",NA,TRUE,NA
"398","207",2,"pillars consumption rooms stuff","31","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"399","208",1,"happens quickly","15","Anderson_Greg","Social worker",NA,TRUE,NA
"400","208",2,"talk cutting budgets places","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"401","209",1,"Let see find rustling papers","28","Anderson_Greg","Social worker",NA,TRUE,NA
"402","209",2,"society percent Swiss people now think substitution treatment covered insurance anymore fault","93","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"403","210",1,"Minnesota Department Health put together annual probably forward Minnesota Department Health basically data statistics overdoses Minnesota","138","Anderson_Greg","Social worker",NA,TRUE,NA
"404","210",2,"already swing back","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"405","211",1,"county breakdown","16","Anderson_Greg","Social worker",NA,TRUE,NA
"406","211",2,"Yes","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"407","212",1,"basically broken things St. Louis County","40","Anderson_Greg","Social worker",NA,TRUE,NA
"408","212",2,"always majority Swiss people remembering experience nineties success obvious low threshold harm reduction oriented therapy","122","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"409","213",1,"statistics coming point right now","33","Anderson_Greg","Social worker",NA,TRUE,NA
"410","213",2,"acceptance high","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"411","214",1,"take look overdoses related opioids","35","Anderson_Greg","Social worker",NA,TRUE,NA
"412","214",2,"percent pro-substitution treatment","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"413","215",1,"based admissions licensed chemical dependency treatment programs","64","Anderson_Greg","Social worker",NA,TRUE,NA
"414","215",2,"Now shifted","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"415","216",1,"necessarily dealing individuals admissions","42","Anderson_Greg","Social worker",NA,TRUE,NA
"416","216",2,"think part general swing right seeing","37","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"417","217",1,"people times year","17","Anderson_Greg","Social worker",NA,TRUE,NA
"418","217",2,"neoliberalism thing","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"419","218",1,"Yeah well know personal experience","34","Anderson_Greg","Social worker",NA,TRUE,NA
"420","218",2,"just problem heroin addiction controlled","40","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"421","219",1,"talk climate collaboration cooperation think Duluth good job","60","Anderson_Greg","Social worker",NA,TRUE,NA
"422","219",2,"saying obese people pay health insurance eat much creates problems causes costs cover","85","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"423","220",1,"think","5","Anderson_Greg","Social worker",NA,TRUE,NA
"424","220",2,"discussion absolutely useless view personal decision choose use heroin fully responsible cover costs","100","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"425","221",1,"factors","7","Anderson_Greg","Social worker",NA,TRUE,NA
"426","221",2,"way","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"427","222",1,"know drinking water","19","Anderson_Greg","Social worker",NA,TRUE,NA
"428","222",2,"discussion health treatment system thinking cut costs","53","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"429","223",1,"mean witnessed first came community just just part culture value able work together support even agree various items values life","128","Anderson_Greg","Social worker",NA,TRUE,NA
"430","223",2,"Make people pay","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"431","224",1,"common purpose see problem needs solved push differences aside work jointly collaborative fashion","97","Anderson_Greg","Social worker",NA,TRUE,NA
"432","224",2,"disease model addiction","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"433","225",1,"submitted grant proposal Department Human Services approximately dollars state targeted response opioid crisis","110","Anderson_Greg","Social worker",NA,TRUE,NA
"434","225",2,"still talking United States","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"435","226",1,"state Minnesota received dollars legislation pushed supported hard Senator Amy Klobuchar address opioid crisis rural communities","128","Anderson_Greg","Social worker",NA,TRUE,NA
"436","226",2,"Yes know","8","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"437","227",1,"say state got","13","Anderson_Greg","Social worker",NA,TRUE,NA
"438","227",2,"Nora","4","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"439","228",2,"Volkow really strong","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"440","229",1,"rural","5","Anderson_Greg","Social worker",NA,TRUE,NA
"441","229",2,"surgeon general just came","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"442","230",2,"society still new concept","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"443","231",1,"see send PowerPoint handouts give even information","50","Anderson_Greg","Social worker",NA,TRUE,NA
"444","231",2,"wondering different","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"445","232",1,"just turned","11","Anderson_Greg","Social worker",NA,TRUE,NA
"446","232",2,"disease model useful think first step fight stigma","50","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"447","233",1,"submitted April 28th","20","Anderson_Greg","Social worker",NA,TRUE,NA
"448","233",2,"shifted moral disease","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"449","234",1,"St. Louis County Public Health Human Service submitted proposal lead partner consortium Duluth Police Department Lake Superior Drug Violent Crime Task Force Rural Action Network Center Alcohol Drug Treatment University Minnesota Duluth School Pharmacy judicial district drug courts Carleton County Public Health Human Service","325","Anderson_Greg","Social worker",NA,TRUE,NA
"450","234",2,"Now think stuck disease model useful view","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"451","235",1,"St. Louis Carleton County","25","Anderson_Greg","Social worker",NA,TRUE,NA
"452","235",2,"fit","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"453","236",1,"Carleton County receive financial benefit application things allow Carleton County residents access particular things relationship drug court probably star component proposal development medically monitored opioid withdrawal program Duluth Detox","245","Anderson_Greg","Social worker",NA,TRUE,NA
"454","236",2,"diseased tells get better","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"455","237",1,"Basically bed expansion Duluth Detox program managed Center Alcohol Drug Treatment collaborated helped facilitate San Marco program","131","Anderson_Greg","Social worker",NA,TRUE,NA
"456","238",1,"Basically individuals medical withdrawal nurses doctors monitoring","66","Anderson_Greg","Social worker",NA,TRUE,NA
"457","238",2,"just fate","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"458","239",1,"medication need","15","Anderson_Greg","Social worker",NA,TRUE,NA
"459","239",2,"think factors contributing dependent behavior risk factors add syndrome looks disease","85","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"460","240",1,"Center Alcohol Drug Treatment also Clear Path program medication assisted treatment program utilizes methadone Suboxone","119","Anderson_Greg","Social worker",NA,TRUE,NA
"461","240",2,"pill cure","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"462","241",1,"significant borderline crisis situation back want say","53","Anderson_Greg","Social worker",NA,TRUE,NA
"463","241",2,"much complex many factors contributing also societal factors","60","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"464","242",1,"program want sued say program called Lake Superior Treatment Center","67","Anderson_Greg","Social worker",NA,TRUE,NA
"465","242",2,"think societies cause vulnerability make people use substances problematic way","78","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"466","243",1,"Basically significant concerns issues relationship meeting licensing","68","Anderson_Greg","Social worker",NA,TRUE,NA
"467","243",2,"individual fault","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"468","244",1,"State Rule licensing requirements","33","Anderson_Greg","Social worker",NA,TRUE,NA
"469","244",2,"many ways manage behavior","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"470","245",1,"want say license revoked put state Minnesota crisis situation programs company based state","90","Anderson_Greg","Social worker",NA,TRUE,NA
"471","245",2,"just fate","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"472","246",1,"state Minnesota license revoked revoked programs parent company","63","Anderson_Greg","Social worker",NA,TRUE,NA
"473","246",2,"just take medicine see develops","31","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"474","247",1,"closed Lake Superior Treatment Center ended closing think programs Twin Cities St. Cloud Rochester","98","Anderson_Greg","Social worker",NA,TRUE,NA
"475","247",2,"happy disease model deprives individual autonomy way","52","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"476","248",1,"section omitted","15","Anderson_Greg","Social worker",NA,TRUE,NA
"477","248",2,"creates dependency","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"478","249",1,"place licensing issue way monitoring methadone","46","Anderson_Greg","Social worker",NA,TRUE,NA
"479","249",2,"habit true","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"480","250",1,"Yeah long list things set provider appeals revocation maintain operation appeal process","87","Anderson_Greg","Social worker",NA,TRUE,NA
"481","250",2,"typical addiction doctor explain similar diabetes","49","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"482","251",1,"appeal process year time period","31","Anderson_Greg","Social worker",NA,TRUE,NA
"483","251",2,"way frame care diabetics","24","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"484","252",1,"initial onset meeting Department Human Services state contingency plans ended playing program closed","100","Anderson_Greg","Social worker",NA,TRUE,NA
"485","252",2,"think good discussion stigmatization diabetes stigmatized","57","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"486","253",1,"result collaboration OARS group St. Louis County put ROP community based treatment program","90","Anderson_Greg","Social worker",NA,TRUE,NA
"487","253",2,"make analogy good","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"488","254",1,"received number proposals","25","Anderson_Greg","Social worker",NA,TRUE,NA
"489","254",2,"Heart disease one use","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"490","255",1,"ended personal presentations finals area basically ended reviewing choosing Center Alcohol Drug Treatment","105","Anderson_Greg","Social worker",NA,TRUE,NA
"491","255",2,"Talking diabetes many things manage taking pills","48","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"492","256",1,"Gary Olson CEO talking putting together years prior piece raised level need","75","Anderson_Greg","Social worker",NA,TRUE,NA
"493","256",2,"healthy lifestyle living type lifestyle maybe","45","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"494","257",1,"Gary Center just reflective collaboration efforts things","56","Anderson_Greg","Social worker",NA,TRUE,NA
"495","257",2,"many things individual case","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"496","258",2,"general psychiatry deal chronic conditions","42","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"497","259",2,"much healing making disappear","29","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"498","260",2,"managing managing","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"499","261",1,"non-profit","10","Anderson_Greg","Social worker",NA,TRUE,NA
"500","261",2,"Also talking schizophrenia example","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"501","262",1,"chief executive officer working dealing stuff years","51","Anderson_Greg","Social worker",NA,TRUE,NA
"502","262",2,"right push schizophrenic patients medicate neuroleptics example","63","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"503","263",1,"picked also reflects community","30","Anderson_Greg","Social worker",NA,TRUE,NA
"504","263",2,"point decide want use medication","32","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"505","264",1,"Yes","3","Anderson_Greg","Social worker",NA,TRUE,NA
"506","264",2,"decide medication help way factor","33","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"507","265",1,"Focusing community needs","24","Anderson_Greg","Social worker",NA,TRUE,NA
"508","265",2,"silver bullet","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"509","266",1,"Gary adamant public health issue impact individuals families overall community","78","Anderson_Greg","Social worker",NA,TRUE,NA
"510","266",2,"just possibility assist","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"511","267",1,"reflective trying OARS group","28","Anderson_Greg","Social worker",NA,TRUE,NA
"512","267",2,"work","4","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"513","268",1,"OARS","4","Anderson_Greg","Social worker",NA,TRUE,NA
"514","268",2,"schizophrenics treated general","30","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"515","269",2,"Psychopharmacology probably cornerstone treatment get","53","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"516","270",1,"keep people got hands issue table","33","Anderson_Greg","Social worker",NA,TRUE,NA
"517","270",2,"clinics patients pretty much forced take medication view right thing","68","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"518","271",2,"Even self harm","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"519","272",1,"meet every months","17","Anderson_Greg","Social worker",NA,TRUE,NA
"520","272",2,"People rights self harm","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"521","273",1,"next meeting June 15th","22","Anderson_Greg","Social worker",NA,TRUE,NA
"522","273",2,"position try inform best possible risks","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"523","274",1,"calendar allows certainly send appointment","42","Anderson_Greg","Social worker",NA,TRUE,NA
"524","274",2,"still continue self harm think along","36","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"525","275",1,"meet second floor","17","Anderson_Greg","Social worker",NA,TRUE,NA
"526","275",2,"mean happy","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"527","276",1,"really exciting time","20","Anderson_Greg","Social worker",NA,TRUE,NA
"528","276",2,"still professional identity approve accept way","46","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"529","277",1,"Based sent relationship grant proposal hearing tomorrow talking days","68","Anderson_Greg","Social worker",NA,TRUE,NA
"530","277",2,"think life dangerous","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"531","278",1,"tight timeline","14","Anderson_Greg","Social worker",NA,TRUE,NA
"532","278",2,"dangerous life","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"533","279",1,"state submitted plan January basically programs supposed running July 1st","73","Anderson_Greg","Social worker",NA,TRUE,NA
"534","279",2,"wanted avoid dangers live","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"535","280",1,"Basically awards contract negotiation piece awardees","52","Anderson_Greg","Social worker",NA,TRUE,NA
