"","ID","paragraphs","nchar"
"612","doc 912","ll: one at north. in the schools, yeah. i had been working with the schools, too. directly with tartan, and the head lady at the district—she was like, “i don’t know if we can have something like that in our school. we have to pay for it.” because we are in washington county she found mueller, who said, “they don’t have a choice, lori. this is my county, this is my jurisdiction. they will be holding one. we just need to work on dates.”",439
"613","doc 913","i finally wound up getting in connection with all the right people. at that time too, we were working with the st. paul officer because we were trying to figure out, okay, what all did ryan pawn? we didn’t know we were missing it until we went to go get it. we got connected with a st. paul officer, sandra kennedy, who happens to live out here. it is just weird the way it all—she was very helpful because we were fighting with the pawn shop because they were telling us we had to file charges—",495
"614","doc 915","ll: charges against ryan.",25
"615","doc 917","ll: yes. i’m like, “my son is dead.” i finally called her up, just was balling. she was like, “okay, i am on vacation now. i’ll be back. you are off on medical leave right now, right?” “yeah.” she said, “does it matter what time i stop by?” “no.” she came over and returned some of the things because she searched the whole area and returned some of the things. some of the things must have been sold. i can’t find my laptop, his laptop, which makes me sick because there are pictures on there that i’ll never retrieve. she was really helpful. she told me, “you need to come to a group called survivor resources in st. paul.” it is right in the police department. there are other officers there that lost kids to heroin. one of them was ryan’s friend that had died the month before he died. that is his mom who is a st. paul officer. thank god for that group. it is other parents that have lost their kids. they know exactly what you’re going through. i feel fortunate. i’ve got very good friends, supportive work environment. we are a very close family. i have so many people to lean on. there is no way of knowing—nobody can know. these people knew and it was a group of parents who had lost their kids to either drugs or accidents. some people were twenty years out. we had more coming that were new. it helped me to know that—honestly monty and i walked around for six months in a fog. even still now i don’t remember things. i could be in midsentence and i don’t even know what i’m talking about. it is because i am still preoccupied with saving my son. it’s all that would’ve, should’ve, could’ve. just some of the things that you’re feeling that you can’t even tell anybody else because they think you are crazy. they know. they get it. they helped us get through first holidays, birthday, all that stuff and what to expect and that it is okay. it was so helpful. ",1871
"616","doc 918","i haven’t been there for a while now because i feel like i am in an okay place right now. my husband needs to go somewhere because he is still a mess. every year they do what is called walk for hope, walk for remembrance at como park. last monday night we went there and did that. my husband still can’t do it, but there is a big group of us and that is put on by survivor resources. i saw all the people and i went with—and all the people who lead it and i say, “i’m sorry i haven’t been there. i have been doing okay.” but i will come back and see and everything. i honestly could not have gotten through without… no.",619
"617","doc 919","we both went to psychologists that hazelden, actually, recommended. but after four or five times it’s just like i am not gaining anything anymore. she is very good. we actually tried a spiritual healer, too. we went as a group because i wanted the kids to go, too, and just know there are resources out there. because monty and i were just a mess. we are just now within the last few months are able to help our kids because we were so lost. not only did they have that year and a half that we dealt with ryan, but now they had a whole other year and a half where we were absent and that’s not fair to them. ",608
"618","doc 920","each one of them has gone through trying to deal with it. we talk about ryan all the time. it is hard. sometimes we get choked up and cry but we keep him present. on his birthday they made burritos because that was his favorite thing. i told all the kids, “i don’t care what you have to do, but be here.” i just wanted everyone to say what you miss about ryan because i think it is important for them, too. it was fine—we did laugh a little bit. we were teary. we actually signed—have you ever seen those floating lanterns? we all signed it and said ‘ryan’ and it started raining and we still have it, we haven’t done it. ",622
"619","doc 921","the kids are all struggling in their own way. our twenty-three year old started drinking heavily. wound up getting a dui last june. they were always good about calling uber. we recognized that she was drinking and, “no, mom i’m not,” and so thank god she got the dui. she has been going to class. in fact last thursday she graduated. we’ve seen such a change in her. i think part of it, too, it’s just the age she is at where she’s getting old enough and she is getting more responsible. they just bought a house. she understands. her brain has developed to where she understands the consequences that it caused for everybody. she doesn’t want to go back there again. she’s been doing great. ",692
"620","doc 922","unfortunately cal, the nineteen year old, well he’s twenty now, never grieved ryan, which we knew. it breaks my heart because he’s my—cal is really quiet, but, very attuned to your feelings. he has been ever since he was little. just so loving. i remember one time i was pregnant with wilson and cal was like three. i was just huge, fat, i had been tired of being pregnant, and i almost started crying. i thought, “i can’t cry with him here,” and i was trying on maternity clothes. he looks up at me—and his little cheeks—and he goes, “mom, you are so beautiful.” and i thought, “you are going to make some woman the happiest.” he is one of those kids that is really quiet and he takes everything and he started drinking more and more and more. and this girlfriend he was with, she had heroin issues. psychological and chemical issues. actually, her mother it turns out, graduated a year after me and my sister. ",912
"621","doc 923","cal recieved a dui back in october. he has all those court issues then. on easter he just never comes home, which is unlike him. for consumption. call the jail: “cal’s in here. we haven’t posted anything yet because he was booked a few hours ago.” anyways, he gets a second dui. shortly after that he is up at the park at 7:00 o’clock at night with his girlfriend. she calls, she is hammered. i said to monty, “i can’t deal with this. cal is so drunk.” i had to go out in the car to get him in. monty drives his girlfriend home, and during this time cal wakes up a little bit and just unloads. we had suspected. he just looks at us with hate in his eyes. this is this kid who had—it is just pure hate. i suspected. i said to my mom, “i think he blames us for ryan’s death.” she said, “no he doesn’t.” i said, “mom, you don’t know the way he looks at me. yes, he does.” he was drunk and everything came out: “i blame you and dad for ryan’s death. if you would have let him come home this wouldn’t have happened. you don’t understand. i lost my friend. i looked up to him. i lost my big brother.” and my heart just broke. he went on and you know, “he came to me in a dream the other night. told me how much he liked my art and that i was doing a good job.” and just, god, my heart. ",1280
"622","doc 924","anyways, later that night, i had him lay on the couch. i was in here doing something and monty finally came home from dropping his girlfriend off and monty yells at me” “lori, get in here.” cal is unresponsive. i did the sternal rub and he was just flopping and i’m like, “call 911,” and monty is like, “i can’t.” just mental block from stuff with ryan. he is like, “lori, i can’t.” i’m like, “we need to get into the car now and get to the er.” brought him to the er and even as a parent i’m like this is more than alcohol. i begged the er doctor to do a drug test and he wouldn’t. and later, now we found out, now that cal is in treatment, he had done xanax that night and alcohol. had we not found him he would have died. i have yet to write a letter to the er doctor that treated him that night but—",803
"623","doc 926","ll: because cal is eighteen and he can, “well, let’s wait for him to sober up and sign a consent to do it.” again, these er doctors need to listen to the parents. you don’t know my son. i know my son. i know this is not just alcohol. part of cal’s legal stuff is he had to get a chem dep. he started going to outpatient treatment. he told them he was drinking with his girlfriend the night before. he had snuck over there to see her to bring her a little turtle that he found here in our yard. [laughs]",502
"624","doc 928","ll: no he didn’t know he would be kicked out. we had to go there and get everything and they told us. and cal is like, “i didn’t know, i was just being honest.” i’m like—",170
"625","doc 930","ll: i know. they recommended inpatient treatment. again, three week wait for a bed. i told monty i said, “i cannot watch him for twenty-four hours. i don’t have the energy to do that nor do i want to do that. i don’t want to worry.” we called his sister-in-law. she lives up in nekoosa, wisconsin out on some land up there in the middle of nowhere. that is where he went until his bed was ready. he has two cousins: one six months older and one six months younger. his cousins would come down here and stuff. they haven’t seen each other for a while, but that’s where they went. someone called us and said, “we are able to get him here earlier.” i said, “okay he is up in nekoosa. we need three and a half hours, more than that, a day to go get him.” and yeah, so that’s where he stayed. i can’t lose another son and go through this again. ",840
"626","doc 932","ll: i pick him up on wednesday, it will be twenty-five days. they would only do twenty-one days. i know. that’s another thing—",126
"627","doc 934","ll: he’s twenty. he turned twenty in april. again, i have huge concerns. when i was talking to him on the phone, i’m like, “they are discharging you on wednesday? that’s not even…” he thought it was twenty-eight days. i’m like, “that’s not twenty-eight days.” i go, “cal, i’m really worried about you,” i said, “i’m really worried about you coming home.” he wasn’t getting liquor here at all. he would get somebody to buy it for him. his counselor said, “i’m not worried about him coming home because that’s not where he got it.” he said, “you guys don’t want to have liqour at home.” i said, “you can’t hang around your friends. they all drink. not to the extent that you do. casual drinking, on the weekends. you can’t be around that. i don’t think you are strong enough. i think eventually you will get there.” his response was, “mom, you don’t worry about it. you don’t have anything to worry about.” ",905
"628","doc 936","ll: i told his counselor. i said, “that’s a red flag to me, and it should be for you, too.” if he was ready to come home he would have said, “mom, don’t worry about it. this is my plan. i don’t plan on hanging out with those guys for a while.” whatever. here i am frustrated. right now i could see cal going either way. i don’t think he’s an alcoholic. i think after ryan’s death that caused it to get worse. i think he’s at a point right now where he could go really either way. as a parent i can’t. we told him too, we’ll support you in recovery. my husband and i are consequences—",583
"629","doc 938","ll: we talked to the counselor: “you have a very supportive environment. he understands this is an addiction and it was more powerful than ryan. alcohol is more powerful than him right now. they had him write a letter to ryan, which he read in front of the whole group. it was very—he just let loose and was very emotional. they’ve already gotten set up to go to intensive outpatient treatment. i guess we will just support him into his recovery. it is really hard for us because i know the outcome. some people say, “oh, alcohol is not as bad.” yes it is. yes it is. ",568
"630","doc 940","my poor sixteen year old. he has been through so much and seen all this. now he is sixteen and he’s going places. i’m like, you know, i go through the same things. call parents and everything and he is like, “mom, i’m not going to do drugs.” “that’s what ryan said, that’s what jenna said, that’s what cal said.” three of my four, you know? he goes, “mom, i’ve already been to parties where they have offered me that and i just say no.” i’m like, “oh my god, wilson, i’m so proud of you for doing that.” ",504
"631","doc 941","but, quite frankly i think for myself when i was a teenager and that’s a thing you try and get across. i had a picture of an addict—this woman wearing a bomber or whatever. that is not it. these kids come from really good families. they are with these friends and their friends have done it. they feel safe, they feel comfortable. goes out the window, you know? i was that age, too. thank god that that didn’t come because if my friends were doing it and those were my good friends and i trusted them and was with them all the time.",532
"632","doc 943","ll: yes. it is so scary, you know? it’s not just our kids. it’s grandma who went in for knee surgery and got hooked on vicodin and didn’t wean her off of it and now she’s buying it from—it is anyone. i have hope and i’m optimistic. i’m trying to raise awareness and help change some of these things within our own healthcare organization, at hazelden, at these sober houses. especially for medication assisted treatment. if there is something out there that will help them. we both thought that would’ve helped my son. we weren’t given the chance. whatever we can do to try and prevent it and bring awareness. even the symptoms for other parents—",646
"633","doc 947","ll: for a parent to know all of those signs. the flu type symptom, the nodding off, long sleeve shirts, spoons missing. i couldn’t figure out where the frick—i would go to target and buy spoons because… ",203
"634","doc 948","that is another thing about cal because that night when he was drunk—he has talked about it in counseling. he feels tremendous guilt. looking back he knows he drove ryan to dealers’ houses. because ryan said, “stay in the car i’m just going to run in and get my phone charger that i left here,” or whatever. he also saw ryan taking spoons and knew what he was using them for and didn’t tell us. he feels a tremendous amount of guilt, too. i want him to understand that even if he had told us that wouldn’t have changed the outcomes. the disease was bigger than ryan. ",567
"635","doc 950","ll: oh yeah. i think for me—the avenues i have taken of speaking out, being involved, and trying to make change happen helps me. it’s my therapy because it helps me continue to fight for my son even though he’s gone. i look back now and monty and i always—god if we would have—we were ready to mortgage the house to put him in the hazelden fellowship inpatient program for three months. but then we are like, “okay, we spent $40,000. is that really going to help him? and what is that taking away from the rest of the kids?” it is such a dilemma. we think about that, too. if we had gone and went to a different sober house. if we had identified the symptoms sooner. if we—again it is so out of our control. ",708
"636","doc 952","ll: you still feel that way.",28
"637","doc 954","ll: if i had stayed and taken him out to dinner that night because i recognized that he was agitated. would that have prevented him from getting the money, going on the bus? it is all that stuff. you drive yourself absolutely crazy. ",233
"638","doc 955","i never used to have anxiety. i have tremendous anxiety now. i am still thinking about ways that—what could i have done? it is frustrating. your emotions are all over the place. there are times where i feel ryan now. i used to hate it when people would tell me that because i’m like, “i don’t.” ",295
"639","doc 956","i dream about him, i feel him now. i can feel happiness. there are days, too, where i see cal’s pain and i think god dang it this disease is still affecting our family. i am angry at ryan for dying. we were supposed to work through this together. i never know where i’m going to be when i am going to break down next. if i smell him or hear a song i completely lose it. it is just—our lives still seem unmanageable. not to the extent that it was when he was using, but we isolated ourselves back then because we didn’t want anyone to know, or we were exhausted, or we never knew what was going on with ryan. we still do that now. we don’t care about the same things. the things that mattered before don’t. ",706
"640","doc 958","ll: nope. don’t have the energy. it’s not that we don’t care. it’s just that it’s not what matters anymore. i don’t know. it is weird. it is hard to explain. some of the times even going to family functions shortly after ryan died. i’m like, “you guys we are going to go. we are going to cry. it is our first holiday without him. let’s time box it. if we stay for an hour and we just really need to get out of there, that’s fine.” my family understands. that is kind of how we are now, too. we go out and do stuff but you will be sitting having dinner at a restaurant and someone will start crying. that’s okay. let’s just go to the bathroom. we will finish our meal and leave. ",678
"641","doc 960","ll: yeah. whenever i speak at those forums there are always parents that come up after and they are like, “thank you. this is what i’m seeing and at least now that i know i’m not alone and there are other resources.” i’ve had other parents contact me and say, “you know what? my friend so and so—this is what they are dealing with.” ",333
"642","doc 962","ll: yes, absolutely. at health partners they did a story in our newsletter and it goes out and it hits 25,000 employees. just the comments that i got on there, through social media. they said typically they get like five hundred to nine hundred hits. they had over 20,000 hits. that tells us. i’m like that is what i’m trying to tell people. people know that people are suffering but then people may not know that their neighbor is going through this. a big part of it is the stigma and people won’t talk. ",506
"643","doc 963","i mean that is another thing. we hid it from our family for six months. i have a very close knit family. the first time we would make excuses and the second time he went in and i was like, “ryan, i need support, too. i told grandma and my siblings.” he almost went white. you could just tell, even for him, it was such a relief to not have to hide this. everyone sent him letters. i think the way he thought people would react to him was just not. ",448
"644","doc 964","that was good, too, and that showed me that quite frankly the people that are going to support you are going to support you through anything. it doesn’t matter what it is. the people that don’t and are uncomfortable. some people at work. i recognize they can’t deal with it. they avoid me and that’s okay. i’m fine with that. there are people that come up and say, “i don’t know what to say. i just want to say i’m sorry.” it is odd. death is odd. especially for a young child. ",478
"645","doc 965","so yeah, it has helped me. it has really helped me with my other children, too. in fact, the other things that don’t matter to me—i sepnd more time, not that i didn’t before. we were so busy running running running. the counselor. when i went up to cal, when i went out to family, i could only go a day, not the four days. i had to write a letter to him and he had to write a letter to me, and he hadn’t told anyone that his brother had died. after i read the letter, everybody was crying. the counselor came up, and i said, “i know you are struggling with your brother’s death. this has a lot to do with it. i know you hate me and blame me and that breaks my heart. if you can deal with that the rest of your life and you are sober and can deal with your emotions i will take that.” the counselor came up and said, “cal, i didn’t know your brother died. you didn’t share that with any of us.”",893
"646","doc 966","there were eight of these guys and he said, “how many of you are in here for heroin addiction? cal, i want you to talk to these guys. i want you to try and understand for your brother.” he said to him, which shocked me, “your brother did not die in vain.” it caught me off guard, too. he goes, “lori i’m going to tell you something.” because cal had to read his letter to me, too. it was very apparent that he looked up to ryan a lot. i didn’t realize they were as close as they were. he said, “if he looked up to ryan as much as he did it was just a matter of time before he would follow in ryan’s footsteps and eventually tried it. he may have saved your life, cal.” and all this time i had never, ever, ever thought about having another child at—it didn’t even cross my mind. ",779
"647","doc 968","ll: use. because they looked up—i don’t know if that would happen, but it scares the hell out of me. it was interesting. every time i attend anything i learn something more. i attend whenever i can. ",199
"648","doc 970","ll: no. in fact, i went back—for me it is probably just some mental thing but i can’t go. i went back once by myself and hated being there because when i had been there ryan was in the ambulance. and my two friends that i had met through hazelden wanted to go there, too. they were like, “will you go with us?” and i was like, “sure,” and i can’t go back. ",356
"649","doc 972","ll: no, because it is a different group—but anywhere. survivor resources is good for me, which i should go back to. i can’t go back to al-anon. i know it is probably a mental block. i really do, but i can’t. i learned good tools there but it’s just too painful for me. because ryan and i would laugh after at al-anon. do you go to al-anon?",339
"650","doc 974","ll: i don’t know if nar-anon does it, but you would put a little saying out and they would pull it out and it was just funny because ryan was telling me on the way there that i was such a perfectionist. i said, “maybe i am but i have to be in control of things because otherwise, for me, i feel like things aren’t getting done.” there are certain things. that thing i had read that morning was something about you can’t control—something about perfectionists. i go here and i handed it to him and we both started laughing. he was always telling me, “you work on your program, i’ll work on mine.” it’s just that. it is too heartbreaking. you know we should have still been doing that. no, life had a different course. i can’t go back, but i did learn a lot.",756
"651","doc 976","ll: i still feel that i am a terrible mom because i couldn’t save my son. that is a thing i have to work through. i’m like, “did i do something wrong? is there something  i could have done better? am i a terrible mom?” my poor daughter she is like, “stop, mom.” i just will always doubt myself. that there could have been something i could have done for him more. i could have understood him more. i could have spent more time or spent more time with him in his art stuff. there is always going to be that. ",507
"652","doc 977","as far as the other kids i pick my battles more. i realize that some of these little things truly do not matter. but the things that do i am going to confront you on it. there are going to be consequences. i just told them, “you have to understand that i can’t. this is the way i have to deal with things now. because of what is happening. i can’t help it.” i said, “call me on it.” in fact jenna, monty, and i were sitting in the kitchen just last week and we were talking something about cal and i was talking a mile a minute and jenna was like, “good god, mom. settle down. you are so hyper,” and i was like, “am i? i don’t…” so you know that is fair. call me on it because i don’t understand. ",697
"653","doc 979","ll: i’ve tried to, yeah. i think it is important. i don’t know what else to do. i’ve let go of some control because i know… part of it is i’ve let go of control, but i’ve set expectations and i’m trying to follow through now. we lacked that i think with ryan, which is unfortunate for the other kids too because it is like, you know—",333
"654","doc 981","ll: for sobriety, for honesty, if i am asking you to do something i want it completed. i am holding you accountable. it is hard because one day cal was standing in the kitchen and he came home sometime after his second dui. i checked his eyes, i checked everything: “where were you?” everything. he even started crying. he’s like, “mom, please don’t do this to me. i’m not ryan.” it just broke my heart. i realized that i am interrogating him. i’m not coming from a loving mother it’s coming from fear. it is hard to keep in check. you know, i do my best. that’s all i can do. i have slowed down a great deal since. i was that mom who was involved with everything with their kids. doing all the right things ",708
"655","doc 985","ll: i know. it is interesting that you even say that because even just now sitting here talking with you i have these other mothers that come to me and they are exactly like i am. they have done all the same things. yet i tell them, “you know what? you are a good mom. it’s not your fault. it’s out of your control.” isn’t that funny? but it is hard. i will always feel that there is more we could have, should have done. ",422
"656","doc 987","ll: yes. that is our job as parents: to love, support, protect. that is the thing. ",83
"657","doc 989","ll: exactly. it is played out multiple times a day in my head. i imagine always will be. i don’t think i can go to therapy or anything for help. it just is. ",157
"658","doc 991","ll: i can’t think of anything. i mean we just miss him dearly. there is a huge, huge, huge, huge void. it is weird because you want to say you feel that presence that he once had here is completely gone. you knew when he was here. he was harassing his siblings, he was loud, he was obnoxious, he was funny, he would always try to get a rise out of you. he was always playing his guitar. there is just this silence. it’s just hard. i feel bad for any parent who has to go through this. not even any parent. any family. and the friends. when his friends were over here the other day i get it that they are struggling, too. thank you for taking this on, too. i had a really nice time sitting here chatting with you.",712
"659","doc 998","minneapolis, minnesota",22
"660","doc 1004","mm: sure. i was born in washington, d.c. it was kind of a crazy story so i won’t go into a lot of detail on that, but there was a lot of conflict in their relationship when i was little. they were breaking up and getting back together a lot. in about second grade my mom got a job offer in colorado springs. she worked for hud [department of housing and urban development], so we moved to colorado. he ultimately ended up leaving her at that point in time and she lost her job. a whole bunch of things happened, which brought us to minnesota. ",543
"661","doc 1005","the next year we ended up living in minnesota. it was third grade spent until sixth grade here. then we moved up north. she was in a series of not great relationship with, ironically, people who were addicted primarily to alcohol. at least that’s what i knew at that time, which was forty years ago. my sister is forty-two now, and she was born during that period of time. ",373
"662","doc 1006","my parental family background is two families of raving alcoholics. my paternal grandmother started off the day every morning with a screwdriver or a bloody mary and ended the day with gimlets and martinis. she was kind of buzzed perpetually. my mom’s side of the family had a lot of alcoholics, primarily the men in the family who were also abusive at times. my grandmother had grown up in chicago and left an abusive husband. she moved to iowa. there are a lot of family secrets. my mom kind of reinvented herself around the time i was born and continually thereafter. that is a whole other story that we won’t record! from an anthropological standpoint it is kind of an interesting story. there has been a lot of abuse in them. ",731
"663","doc 1007","as i mentioned those two relationships after i was born that produced my sisters were both with people who were struggling with alcohol and maybe other substances too. one of those individuals i don’t have contact with deliberately. at the last count he had twenty-three children. i’m not lying. one story is there were a couple of families with multiple kids, like four or five, and at one point he had beaten them so severely that another mom had to take care of the kids while the other mom was in the hospital. a lot of that kind of behavior. ",547
"664","doc 1008","when i was younger there was a lot of violence because of the drinking. when i was thirteen i ran away from home and went to live with my dad. at that point we were living up north on the reservation. i went to live with my birth father and stayed with him for a year and a half. ",280
"665","doc 1010","mm: no. my stepfather is. my birth father was out on the east coast. i moved back to maryland and was in maryland for a year and a half and then i came back to minnesota and that’s where i finished high school and did all of that. ironically, after i ran away a lot of stuff changed. the use didn’t change, but the abuse that i experienced changed. there were benefits to it i guess. if you are familiar with the ace study [adverse childhood experience] i score an eight, roughly. that kind of gives you a sense. the fact that i operate and function is probably a pretty good thing. i smoke cigarettes, but that’s it. sometimes i think that is part of the reason it is so hard for me to quit. looking at trauma as we have in the last few years has brought that to the forefront for me. ",786
"666","doc 1011","continued through high school a couple of episodes of drunken fights and things like that in my home. i started to get to a point where i could stand up to it to some degree. i had two smaller sisters that i was protecting. in the meantime both of my grandmothers had died in that period of time, which was really traumatic as well. one of them i think was driving, or had only ever been the partner of someone who was drinking. she had kind of grown up with that as an adult woman, but i had never experienced something like that. the grandmothers even though they had their issues didn’t seem to transfer that a whole lot. ",625
"667","doc 1013","mm: yes, but they both died when i was ten. they died four months apart and it was traumatic. i am actually the namesake of one of them. the drunk one, i hate to say it, i was her namesake and was her only grandchild. it was devastating for me. both of them at the same time. i still mourn them to this day. ",308
"668","doc 1014","ironically my stepmother, or my stepfather’s mother, within that same eighteen-month period of time was killed in a car accident on new year’s eve and everybody in the car was drunk. my whole extended family, all of the adults, were in the car when the accident happened. it was a lot of trauma around use and drinking. i’ve gone through my stages of drinking too, but have never had an issue with it other than throwing up when i drink too much. i saw a lot of those patterns, whether it be of the abuse or anything, so i kind of tried to stop some of those. ",560
"669","doc 1015","interestingly enough we also are a very marijuana cultured family. something i grew up with. it was never, “oh let me see if i can get my hands on it!” it was never any kind of ideation like that. i just had access to it and had a really clear understanding of it. as an adult i adopted it as an episodic habit and now actually use it medically, not legally medically, but for medical purposes and will probably smoke pot until the day i die. being totally frank with you. i think that that is a harm reduction technique. when i am working with clients i have especially those addicted to methamphetamine or other things i counsel them, and this is partly based on direction from our medical director and partly based on my own knowledge, that “smoke a joint instead and see if that gets you to the place you need to be rather than doing something different.” ",860
"670","doc 1016","i had two marriages. my second marriage ultimately was with somebody addicted to methamphetamine. i did try that a couple of times. i don’t know why. it was the stupidest thing in the world because i can’t take sudafed, so why would i ever think i could do something like that? growing up on the reservation you get to that place where, “you’re not going to tell me i can’t do something.” there is, for lack of a better word, a machismo that goes along with that regardless of your gender identity. where we grew up was pretty notoriously known for being—they call it ‘little chicago.’",585
"671","doc 1018","mm: on leech lake. it is pretty well known in certain instances for the kind of activity that goes on. there are stories of al capone being there and having a cabin. my grandfather apparently toured him around and guided him and went hunting and fishing with him. there are a lot of different elements and people are kind of in survival mode. that mentality and of course being in a very, very sick relationship. “you can’t tell me i’m not going to do it!” hated it with a passion. what i appreciate about that experience is i’m not talking out of both sides of my mouth. i haven’t done a dance or had an issue, but i’ve had the experience. i can honestly say i know what i’m talking about from that standpoint. ",712
"672","doc 1019","a huge majority of my extended family is dealing with addiction of methamphetamine. with my stepfather—that’s the father of my youngest sister—there are twelve children. out of the twelve of us two are now gone, have passed away for different reasons. two are incarcerated in federal prison and both had raving addictions prior to that. two others had addiction and are in various stages of recovery. when it came down to it out of the twelve of us there were only two that could really claim sobriety out of twelve kids. one of the two of us drinks and i smoke pot, so some would question whether that’s true sobriety. my point is that over half of us have gotten to the point where it has had a true impact on life overall. children have been lost when elements of addiction have come into play. ",798
"673","doc 1020","when i see that impacted in my nuclear family—extended or otherwise—that’s a real frustration for me. fortunately my birth children are pretty good for the most part. they grew up with the same thing as i did as far as their understanding of marijuana and knowing it was around and not having a push one way or another. i certainly did not ever sit down and smoke with my kids until they were adults. once they were adults and were making their own decisions—that was a different situation. my oldest daughter is going to be thirty. i’m not going to dictate what she does or does not do. she’s a big girl now. one of my children is completely sober, one hundred percent, and has no desire to ever use. it is just a spectrum of things. i go from a standpoint of transparency and honesty and i’m not going to bullshit around. i may not be willing to admit some of the things i’ve done, but i’m not going to deny them or lie about it. ",932
"674","doc 1021","i have been an only child for the first ten years of my life and i was very secluded. my mother would go party and do things like that so i would spend a lot of time alone. then i got these two sisters i ended up taking care of. not long after that i started having my own children. my youngest is now twenty and in the last year or so i have gotten to a place for the first time in my life when i have actually been able to worry about me, outside of the normal mom and kid stuff. i’m fully responsible for myself and it is incredibly liberating. now if i could just get the rest of them to stop taking my money, time, and energy i’d be in good shape. ",653
"675","doc 1022","overall i’ve come out relatively unscathed and have learned a hell of a lot. it has been quite the experience. now i’m working with my children. a great example was my daughter was going to go pick up my alcoholic stepdad last night from the rez and bring him down. she looked at my wednesday night and said, “i can’t do it. i talked to him and he is buzzed up and i just can’t deal with it.” she loves her grandfather to death. they are very connected, but she has now been able to establish that pattern and see that she can just go with him and have fun, but she sees the consequences and understands the impact of it. we talk about it. we have talked about it with him now because part of it is unlearning our enabling behaviors of the past. ",746
"676","doc 1023","the interesting thing for me was when i was in my second marriage and working at dis [department of information services] in the hiv field part of my responsibility was doing training around hiv systems and we incorporated methamphetamine because it was such a big deal. we had expertise from mia weber who was at the methamphetamine resource center, and she came to do the trainings with us. as i was dealing with all this stuff personally i was also getting education professionally, so what is interesting to me is that my two lives have taught me —my personal life and my professional life—in this role have collided unbelievably over the last ten years or so. that’s kind of a benefit when we are talking about the opioid issue because i already have experience with the other epidemic crises in my opinion and have had those conversations and dealt with personal things that you have to reconcile. i think it takes a lot of strength to do this work. if you have any of your own internal baggage it hampers that. i’m grateful that i’ve gotten to do some of that and can be more clear headed. ",1097
"677","doc 1024","i also understand that the native american community is overrepresented in this issue and because of my connections and my family i have a personal interest as well and desire to help the entire community. not only that, but i grew up in that environment and i understand how you move forward in that community trying to assist. ",329
"678","doc 1025","so many people try to silence the issue, for example the opioid response. everybody is talking about the opioid response. to my point exactly, “fine. get somebody sober. then what the fuck are they going to do?” especially if they are dealing with issues of sexual orientation or identity or any number of things. how do you talk to them in a way that says sobriety is the way to go? and these are the reasons why. all on top of the physiological effects it has on your brain. so you already feel like shit and then you want to say, “oh there is a better life” and i am realizing that as i talk to my younger children that are millennials. ",640
"679","doc 1026","in addition to the whole epidemic of abuse there is also this whole thing understanding that this ‘adulting’ thing sucks and what is the benefit? why do i have to work my ass off to pay bills and accomplish nothing? there is a whole different ideology going on with this group of people that are younger. if they get hooked into that messaging about using and it makes them ‘feel better’ i believe we are going to have an even harder argument because they are already saying, “this grown-up thing is fucked up. why am i working my ass off to not accomplish anything or not have the things i want? you have raised me in a society where i am going to get everything i want at least information wise and all of these things are right at the tip of my fingers, but this work thing means you don’t see progress all the time.” if i hear one more person say, “i don’t like doing that.” when did we ever get to say we don’t like doing something? are you kidding me right now? ",968
"680","doc 1028","mm: absolutely. across the board. i think everybody is looking for their buzz of choice. part of it is about access and part of it is about history. with the extended family my stepsiblings grew up with my alcoholic stepfather, who i love to death, and their mother who would take anything. she liked to inject anything. we found a needle in their couch fifteen years ago before this was even on the radar. that whole community of folks—there are a lot of people who are episodic users. i carried that woman, not literally, but in her wheelchair, to treatment, three different programs. i remember specifically being at the er at hcmc [hennepin county medical center] and saying, “what is your drug of choice?” because i let her get shit faced before i took her in. that was the only way they were going to take her. she didn’t answer the question so i answered for her and said that she was an opportunistic user. vodka is her drug of choice, but she will take anything. she said, “that’s right!” ",998
"681","doc 1029","my point is that when you get to that level where you just need to be inebriated it’s not going to matter what it is. she was doing pills. one of her best buddies that was using at that point in time was a woman my age that i went to school with and she's actually a couple years older than me. she was on the verge of dying. she is on an oxygen tank and has been for years. my stepsister a year ago had heart valve replacement surgery and now has a pig valve in her heart. she’s forty-two years old and has no teeth. no one in that part of the family has teeth. my twenty-two year old nephew is waiting to get dentures and is so emaciated and so out of it. not only that but he can’t maintain sobriety. he was in a halfway house here and got caught using k2. it’s not about making good choices, it’s not about going back to that to get the buzz, it is “this is what i have access to and what is available.” ",908
"682","doc 1031","mm: he tried to come to my house. right.",40
"683","doc 1033","mm: right. i had a conversation with him and i said, “why were you successful at treatment?” “because i was at moorhead in the middle of nowhere and i didn’t know anybody and i couldn’t get anywhere. we could go to the y [mca]. so i’d go there and work out wherever i wanted to.” that’s not a realistic idea of what life is going to be. i believe that that program is setting him up for failure because they were giving him access to things that he wasn’t going to be able to touch. not only that, and here is a very key piece that i have been coming to, but he’s now sitting in jail. he blew a court date. they had a warrant and he turned himself in. my daughter used these words exactly, “he’s just going to stay there and bounce through all of his charges because it is housing.” i think that is a key aspect of all of this. people end up seeing these things as housing. ",874
