"","X","sentence_id","id","sentence","nchar","doc_id","description","family_experience","treatment_prof","personal_experience","cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","cluster_9","cluster_10","cluster_11","cluster_12","cluster_13","cluster_14","cluster_15","cluster_16","cluster_17","cluster_18","cluster_19","cluster_20","clusters"
"320",320,167,2,"choose find right approach just try meet people invite therapeutic process collaborative process",96,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","TRUE","TRUE","","TRUE","","","","TRUE","TRUE","TRUE","","TRUE","","","","TRUE","TRUE","","TRUE",",TRUE,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,TRUE,,TRUE"
"321",321,168,1,"point time primary concern focused prescription opioids",55,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","","","","","","","","","","","TRUE","","TRUE","","TRUE","","","TRUE","TRUE,TRUE,,,,,,,,,,,TRUE,,TRUE,,TRUE,,,TRUE"
"322",322,168,2,"know right individual guy",25,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"323",323,169,1,"conversations came reviews discussions time basically came greater monitoring control prescription medications",110,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"324",324,169,2,"interesting well find single patient important",46,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"325",325,170,1,"longer easily accessed entrepreneurship reflecting back supply demand basically said prescription medications fit need able provide price good affordable",153,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","","TRUE","","","","","TRUE","","TRUE","TRUE","TRUE","","TRUE","","","TRUE","","TRUE","","TRUE,,TRUE,,,,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,TRUE,"
"326",326,170,2,"goal",4,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"327",327,171,1,"started shift heroin",20,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"328",328,171,2,"develop options",15,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"329",329,172,1,"second page references appearance OARS Opioid Abuse Response Strategies members basically first Substance Abuse Prevention Intervention Initiative team member Marsha Gertel",172,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","","TRUE","","","","TRUE","","","TRUE","TRUE","","TRUE","","","TRUE","TRUE","","","TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,"
"330",330,172,2,"interesting frustrating",23,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"331",331,173,1,"interviewed Almanac North",25,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"332",332,173,2,"back forced",11,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"333",333,174,1,"Almanac North spin Almanac Channel Twin Cities",46,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"334",334,174,2,"started find patients people well",33,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"335",335,175,1,"Basically questions posed kind",30,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE"
"336",336,175,2,"interesting",11,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"337",337,176,1,"major heroin bust think day date Almanac North Good Friday",58,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"338",338,176,2,"working people anyways",22,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","TRUE","TRUE","","","","","","","","TRUE","","","","TRUE","","","",",,,TRUE,TRUE,,,,,,,,TRUE,,,,TRUE,,,"
"339",339,177,1,"major heroin bust Wednesday Thursday week based Channel called Dana Kazel communication manager wanting get response St. Louis County relationship",146,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"340",340,177,2,"got fascinated seeing stigmatized much stigmatized",50,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","","","","TRUE","TRUE","","TRUE","","TRUE","","TRUE","TRUE","","","","TRUE","","TRUE","TRUE,,,,,TRUE,TRUE,,TRUE,,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE"
"341",341,178,1,"department contacted",20,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","TRUE","","","TRUE","","","","","","","","","",",,,,,,,TRUE,,,TRUE,,,,,,,,,"
"342",342,178,2,"treat",5,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"343",343,179,1,"Adult Service Division director unable attend basically Marsha Gertel interview hosts program",93,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","TRUE","","","","","TRUE","","","TRUE","TRUE","","TRUE","","","TRUE","TRUE","TRUE","",",,TRUE,,,,,TRUE,,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,"
"344",344,179,2,"seeing much improved badly system working",41,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","","TRUE","","TRUE","TRUE","","TRUE","","TRUE","","TRUE","","","","TRUE","TRUE","","","TRUE,,,TRUE,,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,TRUE,,"
"345",345,180,1,"OARS group basically ended discussions leading proposal put together think late 2000s Public Health department Social Service department merged Public Health Human Services",172,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"346",346,180,2,"hooked",6,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"347",347,181,1,"Public Health Human Services department proposed county commissioner developing Substance Use Prevention Intervention Initiative",128,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","TRUE","","","TRUE","","","","","","","TRUE","","",",,,,,,,TRUE,,,TRUE,,,,,,,TRUE,,"
"348",348,181,2,"fascinated much",15,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","","","","","","","TRUE","","","","TRUE","","","","","","","","TRUE,,,,,,,,TRUE,,,,TRUE,,,,,,,"
"349",349,182,1,"unanimous vote January basically approved allocation FTE provide prevention intervention services St.",101,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"350",350,182,2,"better",6,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"351",351,183,1,"Louis County address issues relating substance abuse",52,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","","","","","","TRUE","","","TRUE","","","","","","","TRUE","","","TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,,,TRUE,,"
"352",352,183,2,"better",6,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"353",353,184,1,"latest draft pamphlet brochure",30,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"354",354,184,2,"much improved",13,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","","","","","","","TRUE","","","","TRUE","","","","","","","","TRUE,,,,,,,,TRUE,,,,TRUE,,,,,,,"
"355",355,185,1,"tell yeah",9,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"356",356,185,2,"incredible potential help make things better create better society well",71,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"357",357,186,1,"shows pamphlet",14,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"358",358,186,2,"still intrigued",15,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","","","","","","","TRUE","","TRUE","","","","TRUE","","","TRUE","","","TRUE,,,,,,,,TRUE,,TRUE,,,,TRUE,,,TRUE,,"
"359",359,187,1,"basically gives description relationship assisting supporting individuals families communities St. Louis County",111,"Anderson_Greg","Social worker",NA,TRUE,NA,"","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"360",360,187,2,"still fighting working",22,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","","","TRUE","","","","","TRUE","","TRUE","","","","TRUE","","TRUE","TRUE","","","TRUE,,,TRUE,,,,,TRUE,,TRUE,,,,TRUE,,TRUE,TRUE,,"
"361",361,188,1,"things public education trainings consultations department family members calling concerned wanting direction ideas",115,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"362",362,188,2,"long",4,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"363",363,189,1,"people reach OARS",17,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","TRUE","","","","","","","","TRUE","","","","","","","",",,,,TRUE,,,,,,,,TRUE,,,,,,,"
"364",364,189,2,"started work",12,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","TRUE","","","","","","","TRUE","","","","","","TRUE","TRUE","","",",,,TRUE,,,,,,,TRUE,,,,,,TRUE,TRUE,,"
"365",365,190,1,"basically extension OARS",24,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","TRUE","","","TRUE","TRUE","","TRUE","","","","","","",",,,,,,,TRUE,,,TRUE,TRUE,,TRUE,,,,,,"
"366",366,190,2,"twentieth year now",18,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","TRUE","","","","","","","","","","","",",,,,,,,,TRUE,,,,,,,,,,,"
"367",367,191,1,"OARS program founded",20,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","TRUE","","","","","","TRUE","","",",,,,,,,,,,,TRUE,,,,,,TRUE,,"
"368",368,191,2,"said talk politicians",21,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"369",369,192,1,"came first",10,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"370",370,192,2,"describe job dealing patients",29,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"371",371,193,1,"interesting take opioid crisis led thinking substance abuse prevention intervention broadly",91,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"372",372,193,2,"Arud Centers Addiction Medicine always political organization well pressure group",81,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","TRUE","","TRUE","","","","","","","","TRUE","","TRUE","TRUE","TRUE","TRUE","","",",,TRUE,,TRUE,,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,,"
"373",373,194,1,"true",4,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"374",374,194,2,"private charity",15,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"375",375,195,1,"think fair",10,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","TRUE","","","","","","TRUE","TRUE","","","","","","","","","","TRUE",",,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,TRUE"
"376",376,195,2,"obey government regulations",27,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"377",377,196,1,"basically looking",17,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","TRUE","","","TRUE","TRUE","","TRUE","","","","","","",",,,,,,,TRUE,,,TRUE,TRUE,,TRUE,,,,,,"
"378",378,196,2,"colleagues working state clinics speak",38,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","TRUE","","","","","","","TRUE","","","","","TRUE","TRUE","TRUE","","",",,,TRUE,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,"
"379",379,197,1,"necessarily coordinated services decided expand include substance use rather just opioids",89,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","","TRUE","TRUE","","","TRUE","","","TRUE","","","","","TRUE","TRUE","TRUE","","","TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,TRUE,,,,,TRUE,TRUE,TRUE,,"
"380",380,197,2,"careful",7,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"381",381,198,2,"try use asset",13,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","","","","","","","","","","","TRUE","","","","","","","TRUE","TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,TRUE"
"382",382,199,1,"lot focus opioid piece",22,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","TRUE","","TRUE","","","","",",,,,,,,,,,,,,TRUE,,TRUE,,,,"
"383",383,199,2,"collect information",19,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"384",384,200,1,"called expedited Rule assessments Children Family Services",58,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"385",385,200,2,"Part work network try get specialists Society Addiction Medicine organize",73,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","TRUE","","","TRUE","","TRUE","","TRUE","","TRUE","","","","TRUE","TRUE","","TRUE",",,,TRUE,,,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,TRUE,,TRUE"
"386",386,201,1,"incredibly high rate home placement",35,"Anderson_Greg","Social worker",NA,TRUE,NA,"","TRUE","","","","TRUE","TRUE","","","","","","","","","","TRUE","","TRUE","",",TRUE,,,,TRUE,TRUE,,,,,,,,,,TRUE,,TRUE,"
"387",387,201,2,"get specialists together lobby improvement policy",49,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","TRUE","","TRUE","","TRUE","","","","","","TRUE","TRUE","","",",,,,,,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,,"
"388",388,202,1,"Kids foster care licensed facilities programs related parental substance use",76,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"389",389,202,2,"work state authorities",22,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","TRUE","","","","","","","TRUE","","","","","TRUE","TRUE","TRUE","","",",,,TRUE,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,"
"390",390,203,1,"parent parents come risk losing children",40,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","TRUE","","","","","TRUE","","","","","","","","","","",",,,,TRUE,,,,,TRUE,,,,,,,,,,"
"391",391,203,2,"private charity get government assistance",41,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","TRUE","","TRUE","","TRUE","","","","","","TRUE","TRUE","","",",,,,,,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,,"
"392",392,204,1,"crisis crisis",13,"Anderson_Greg","Social worker",NA,TRUE,NA,"","TRUE","TRUE","","TRUE","TRUE","","TRUE","","","","","","TRUE","TRUE","","","","","",",TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,,,,,"
"393",393,205,1,"willing wanting assessment oftentimes right workers available Matt Johnson Marsha Gertel",88,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","TRUE","TRUE","","","","","TRUE","","","","TRUE","TRUE","","","TRUE","","TRUE","TRUE",",,TRUE,TRUE,,,,,TRUE,,,,TRUE,TRUE,,,TRUE,,TRUE,TRUE"
"394",394,205,2,"actually function private practice",34,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"395",395,206,1,"also social worker north St. Louis County",41,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","TRUE","","","","TRUE","","","","TRUE","","","","","TRUE","TRUE","","",",,,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,"
"396",396,206,2,"talking government trying cut funding meant state run agencies",62,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","TRUE","","","TRUE","","TRUE","TRUE","TRUE",",,,,,,,,,,TRUE,,TRUE,,,TRUE,,TRUE,TRUE,TRUE"
"397",397,207,1,"based Hibbing able exactly day next day",39,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","TRUE","","","","","","","","","","","","","","TRUE","","TRUE","",",,TRUE,,,,,,,,,,,,,,TRUE,,TRUE,"
"398",398,207,2,"pillars consumption rooms stuff",31,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"399",399,208,1,"happens quickly",15,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"400",400,208,2,"talk cutting budgets places",27,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","TRUE","","TRUE","","","","","","","","TRUE","","TRUE","",",,,,,,TRUE,,TRUE,,,,,,,,TRUE,,TRUE,"
"401",401,209,1,"Let see find rustling papers",28,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","TRUE","TRUE","","","","TRUE","","","","","","","TRUE","","",",,,,,TRUE,TRUE,,,,TRUE,,,,,,,TRUE,,"
"402",402,209,2,"society percent Swiss people now think substitution treatment covered insurance anymore fault",93,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","TRUE","","TRUE","","","","TRUE","TRUE","TRUE","","TRUE","","TRUE","","","TRUE","","TRUE",",,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,TRUE"
"403",403,210,1,"Minnesota Department Health put together annual probably forward Minnesota Department Health basically data statistics overdoses Minnesota",138,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"404",404,210,2,"already swing back",18,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"405",405,211,1,"county breakdown",16,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"406",406,211,2,"Yes",3,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"407",407,212,1,"basically broken things St. Louis County",40,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","TRUE","TRUE","","","TRUE","TRUE","","","TRUE","TRUE","","TRUE","","","","TRUE","","",",,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,,TRUE,,"
"408",408,212,2,"always majority Swiss people remembering experience nineties success obvious low threshold harm reduction oriented therapy",122,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
